code,name_vi,name_en,district,country,zip_code
1,Phường Phúc Xá,Ward Phuc Xa,1,1,00001
2,Phường Trúc Bạch,Ward Truc Bach,1,1,00004
3,Phường Vĩnh Phúc,Ward Vinh Phuc,1,1,00006
4,Phường Cống Vị,Ward Cong Vi,1,1,00007
5,Phường Liễu Giai,Ward Lieu Giai,1,1,00008
6,Phường Nguyễn Trung Trực,Ward Nguyen Trung Truc,1,1,00010
7,Phường Quán Thánh,Ward Quan Thanh,1,1,00013
8,Phường Ngọc Hà,Ward Ngoc Ha,1,1,00016
9,Phường Điện Biên,Ward Dien Bien,1,1,00019
10,Phường Đội Cấn,Ward Doi Can,1,1,00022
11,Phường Ngọc Khánh,Ward Ngoc Khanh,1,1,00025
12,Phường Kim Mã,Ward Kim Ma,1,1,00028
13,Phường Giảng Võ,Ward Giang Vo,1,1,00031
14,Phường Thành Công,Ward Thanh Cong,1,1,00034
15,Phường Phúc Tân,Ward Phuc Tan,2,1,00037
16,Phường Đồng Xuân,Ward Dong Xuan,2,1,00040
17,Phường Hàng Mã,Ward Hang Ma,2,1,00043
18,Phường Hàng Buồm,Ward Hang Buom,2,1,00046
19,Phường Hàng Đào,Ward Hang Dao,2,1,00049
20,Phường Hàng Bồ,Ward Hang Bo,2,1,00052
21,Phường Cửa Đông,Ward Cua Dong,2,1,00055
22,Phường Lý Thái Tổ,Ward Ly Thai To,2,1,00058
23,Phường Hàng Bạc,Ward Hang Bac,2,1,00061
24,Phường Hàng Gai,Ward Hang Gai,2,1,00064
25,Phường Chương Dương,Ward Chuong Duong,2,1,00067
26,Phường Hàng Trống,Ward Hang Trong,2,1,00070
27,Phường Cửa Nam,Ward Cua Nam,2,1,00073
28,Phường Hàng Bông,Ward Hang Bong,2,1,00076
29,Phường Tràng Tiền,Ward Trang Tien,2,1,00079
30,Phường Trần Hưng Đạo,Ward Tran Hung Dao,2,1,00082
31,Phường Phan Chu Trinh,Ward Phan Chu Trinh,2,1,00085
32,Phường Hàng Bài,Ward Hang Bai,2,1,00088
33,Phường Phú Thượng,Ward Phu Thuong,3,1,00091
34,Phường Nhật Tân,Ward Nhat Tan,3,1,00094
35,Phường Tứ Liên,Ward Tu Lien,3,1,00097
36,Phường Quảng An,Ward Quang An,3,1,00100
37,Phường Xuân La,Ward Xuan La,3,1,00103
38,Phường Yên Phụ,Ward Yen Phu,3,1,00106
39,Phường Bưởi,Ward Buoi,3,1,00109
40,Phường Thụy Khuê,Ward Thuy Khue,3,1,00112
41,Phường Thượng Thanh,Ward Thuong Thanh,4,1,00115
42,Phường Ngọc Thụy,Ward Ngoc Thuy,4,1,00118
43,Phường Giang Biên,Ward Giang Bien,4,1,00121
44,Phường Đức Giang,Ward Duc Giang,4,1,00124
45,Phường Việt Hưng,Ward Viet Hung,4,1,00127
46,Phường Gia Thụy,Ward Gia Thuy,4,1,00130
47,Phường Ngọc Lâm,Ward Ngoc Lam,4,1,00133
48,Phường Phúc Lợi,Ward Phuc Loi,4,1,00136
49,Phường Bồ Đề,Ward Bo De,4,1,00139
50,Phường Sài Đồng,Ward Sai Dong,4,1,00142
51,Phường Long Biên,Ward Long Bien,4,1,00145
52,Phường Thạch Bàn,Ward Thach Ban,4,1,00148
53,Phường Phúc Đồng,Ward Phuc Dong,4,1,00151
54,Phường Cự Khối,Ward Cu Khoi,4,1,00154
55,Phường Nghĩa Đô,Ward Nghia Do,5,1,00157
56,Phường Nghĩa Tân,Ward Nghia Tan,5,1,00160
57,Phường Mai Dịch,Ward Mai Dich,5,1,00163
58,Phường Dịch Vọng,Ward Dich Vong,5,1,00166
59,Phường Dịch Vọng Hậu,Ward Dich Vong Hau,5,1,00167
60,Phường Quan Hoa,Ward Quan Hoa,5,1,00169
61,Phường Yên Hoà,Ward Yen Hoa,5,1,00172
62,Phường Trung Hoà,Ward Trung Hoa,5,1,00175
63,Phường Cát Linh,Ward Cat Linh,6,1,00178
64,Phường Văn Miếu,Ward Van Mieu,6,1,00181
65,Phường Quốc Tử Giám,Ward Quoc Tu Giam,6,1,00184
66,Phường Láng Thượng,Ward Lang Thuong,6,1,00187
67,Phường Ô Chợ Dừa,Ward O Cho Dua,6,1,00190
68,Phường Văn Chương,Ward Van Chuong,6,1,00193
69,Phường Hàng Bột,Ward Hang Bot,6,1,00196
70,Phường Láng Hạ,Ward Lang Ha,6,1,00199
71,Phường Khâm Thiên,Ward Kham Thien,6,1,00202
72,Phường Thổ Quan,Ward Tho Quan,6,1,00205
73,Phường Nam Đồng,Ward Nam Dong,6,1,00208
74,Phường Trung Phụng,Ward Trung Phung,6,1,00211
75,Phường Quang Trung,Ward Quang Trung,6,1,00214
76,Phường Trung Liệt,Ward Trung Liet,6,1,00217
77,Phường Phương Liên,Ward Ward Lien,6,1,00220
78,Phường Thịnh Quang,Ward Thinh Quang,6,1,00223
79,Phường Trung Tự,Ward Trung Tu,6,1,00226
80,Phường Kim Liên,Ward Kim Lien,6,1,00229
81,Phường Phương Mai,Ward Ward Mai,6,1,00232
82,Phường Ngã Tư Sở,Ward Nga Tu So,6,1,00235
83,Phường Khương Thượng,Ward Khuong Thuong,6,1,00238
84,Phường Nguyễn Du,Ward Nguyen Du,7,1,00241
85,Phường Bạch Đằng,Ward Bach Dang,7,1,00244
86,Phường Phạm Đình Hổ,Ward Pham Dinh Ho,7,1,00247
87,Phường Lê Đại Hành,Ward Le Dai Hanh,7,1,00256
88,Phường Đồng Nhân,Ward Dong Nhan,7,1,00259
89,Phường Phố Huế,Ward Pho Hue,7,1,00262
90,Phường Đống Mác,Ward Dong Mac,7,1,00265
91,Phường Thanh Lương,Ward Thanh Luong,7,1,00268
92,Phường Thanh Nhàn,Ward Thanh Nhan,7,1,00271
93,Phường Cầu Dền,Ward Cau Den,7,1,00274
94,Phường Bách Khoa,Ward Bach Khoa,7,1,00277
95,Phường Đồng Tâm,Ward Dong Tam,7,1,00280
96,Phường Vĩnh Tuy,Ward Vinh Tuy,7,1,00283
97,Phường Bạch Mai,Ward Bach Mai,7,1,00286
98,Phường Quỳnh Mai,Ward Quynh Mai,7,1,00289
99,Phường Quỳnh Lôi,Ward Quynh Loi,7,1,00292
100,Phường Minh Khai,Ward Minh Khai,7,1,00295
101,Phường Trương Định,Ward Truong Dinh,7,1,00298
102,Phường Thanh Trì,Ward Thanh Tri,8,1,00301
103,Phường Vĩnh Hưng,Ward Vinh Hung,8,1,00304
104,Phường Định Công,Ward Dinh Cong,8,1,00307
105,Phường Mai Động,Ward Mai Dong,8,1,00310
106,Phường Tương Mai,Ward Tuong Mai,8,1,00313
107,Phường Đại Kim,Ward Dai Kim,8,1,00316
108,Phường Tân Mai,Ward Tan Mai,8,1,00319
109,Phường Hoàng Văn Thụ,Ward Hoang Van Thu,8,1,00322
110,Phường Giáp Bát,Ward Giap Bat,8,1,00325
111,Phường Lĩnh Nam,Ward Linh Nam,8,1,00328
112,Phường Thịnh Liệt,Ward Thinh Liet,8,1,00331
113,Phường Trần Phú,Ward Tran Phu,8,1,00334
114,Phường Hoàng Liệt,Ward Hoang Liet,8,1,00337
115,Phường Yên Sở,Ward Yen So,8,1,00340
116,Phường Nhân Chính,Ward Nhan Chinh,9,1,00343
117,Phường Thượng Đình,Ward Thuong Dinh,9,1,00346
118,Phường Khương Trung,Ward Khuong Trung,9,1,00349
119,Phường Khương Mai,Ward Khuong Mai,9,1,00352
120,Phường Thanh Xuân Trung,Ward Thanh Xuan Trung,9,1,00355
121,Phường Phương Liệt,Ward Ward Liet,9,1,00358
122,Phường Hạ Đình,Ward Ha Dinh,9,1,00361
123,Phường Khương Đình,Ward Khuong Dinh,9,1,00364
124,Phường Thanh Xuân Bắc,Ward Thanh Xuan Bac,9,1,00367
125,Phường Thanh Xuân Nam,Ward Thanh Xuan Nam,9,1,00370
126,Phường Kim Giang,Ward Kim Giang,9,1,00373
127,Thị trấn Sóc Sơn,Town Soc Son,10,1,00376
128,Xã Bắc Sơn,Bac Son,10,1,00379
129,Xã Minh Trí,Minh Tri,10,1,00382
130,Xã Hồng Kỳ,Hong Ky,10,1,00385
131,Xã Nam Sơn,Nam Son,10,1,00388
132,Xã Trung Giã,Trung Gia,10,1,00391
133,Xã Tân Hưng,Tan Hung,10,1,00394
134,Xã Minh Phú,Minh Phu,10,1,00397
135,Xã Phù Linh,Phu Linh,10,1,00400
136,Xã Bắc Phú,Bac Phu,10,1,00403
137,Xã Tân Minh,Tan Minh,10,1,00406
138,Xã Quang Tiến,Quang Tien,10,1,00409
139,Xã Hiền Ninh,Hien Ninh,10,1,00412
140,Xã Tân Dân,Tan Dan,10,1,00415
141,Xã Tiên Dược,Tien Duoc,10,1,00418
142,Xã Việt Long,Viet Long,10,1,00421
143,Xã Xuân Giang,Xuan Giang,10,1,00424
144,Xã Mai Đình,Mai Dinh,10,1,00427
145,Xã Đức Hoà,Duc Hoa,10,1,00430
146,Xã Thanh Xuân,Thanh Xuan,10,1,00433
147,Xã Đông Xuân,Dong Xuan,10,1,00436
148,Xã Kim Lũ,Kim Lu,10,1,00439
149,Xã Phú Cường,Phu Cuong,10,1,00442
150,Xã Phú Minh,Phu Minh,10,1,00445
151,Xã Phù Lỗ,Phu Lo,10,1,00448
152,Xã Xuân Thu,Xuan Thu,10,1,00451
153,Thị trấn Đông Anh,Town Dong Anh,11,1,00454
154,Xã Xuân Nộn,Xuan Non,11,1,00457
155,Xã Thuỵ Lâm,Thuy Lam,11,1,00460
156,Xã Bắc Hồng,Bac Hong,11,1,00463
157,Xã Nguyên Khê,Nguyen Khe,11,1,00466
158,Xã Nam Hồng,Nam Hong,11,1,00469
159,Xã Tiên Dương,Tien Duong,11,1,00472
160,Xã Vân Hà,Van Ha,11,1,00475
161,Xã Uy Nỗ,Uy No,11,1,00478
162,Xã Vân Nội,Van Noi,11,1,00481
163,Xã Liên Hà,Lien Ha,11,1,00484
164,Xã Việt Hùng,Viet Hung,11,1,00487
165,Xã Kim Nỗ,Kim No,11,1,00490
166,Xã Kim Chung,Kim Chung,11,1,00493
167,Xã Dục Tú,Duc Tu,11,1,00496
168,Xã Đại Mạch,Dai Mach,11,1,00499
169,Xã Vĩnh Ngọc,Vinh Ngoc,11,1,00502
170,Xã Cổ Loa,Co Loa,11,1,00505
171,Xã Hải Bối,Hai Boi,11,1,00508
172,Xã Xuân Canh,Xuan Canh,11,1,00511
173,Xã Võng La,Vong La,11,1,00514
174,Xã Tàm Xá,Tam Xa,11,1,00517
175,Xã Mai Lâm,Mai Lam,11,1,00520
176,Xã Đông Hội,Dong Hoi,11,1,00523
177,Thị trấn Yên Viên,Town Yen Vien,12,1,00526
178,Xã Yên Thường,Yen Thuong,12,1,00529
179,Xã Yên Viên,Yen Vien,12,1,00532
180,Xã Ninh Hiệp,Ninh Hiep,12,1,00535
181,Xã Đình Xuyên,Dinh Xuyen,12,1,00538
182,Xã Dương Hà,Duong Ha,12,1,00541
183,Xã Phù Đổng,Phu Dong,12,1,00544
184,Xã Trung Mầu,Trung Mau,12,1,00547
185,Xã Lệ Chi,Le Chi,12,1,00550
186,Xã Cổ Bi,Co Bi,12,1,00553
187,Xã Đặng Xá,Dang Xa,12,1,00556
188,Xã Phú Thị,Phu Thi,12,1,00559
189,Xã Kim Sơn,Kim Son,12,1,00562
190,Thị trấn Trâu Quỳ,Town Trau Quy,12,1,00565
191,Xã Dương Quang,Duong Quang,12,1,00568
192,Xã Dương Xá,Duong Xa,12,1,00571
193,Xã Đông Dư,Dong Du,12,1,00574
194,Xã Đa Tốn,Da Ton,12,1,00577
195,Xã Kiêu Kỵ,Kieu Ky,12,1,00580
196,Xã Bát Tràng,Bat Trang,12,1,00583
197,Xã Kim Lan,Kim Lan,12,1,00586
198,Xã Văn Đức,Van Duc,12,1,00589
199,Phường Cầu Diễn,Ward Cau Dien,13,1,00592
200,Phường Xuân Phương,Ward Xuan Phuong,13,1,00622
201,Phường Phương Canh,Ward Ward Canh,13,1,00623
202,Phường Mỹ Đình 1,Ward My Dinh 1,13,1,00625
203,Phường Mỹ Đình 2,Ward My Dinh 2,13,1,00626
204,Phường Tây Mỗ,Ward Tay Mo,13,1,00628
205,Phường Mễ Trì,Ward Me Tri,13,1,00631
206,Phường Phú Đô,Ward Phu Do,13,1,00632
207,Phường Đại Mỗ,Ward Dai Mo,13,1,00634
208,Phường Trung Văn,Ward Trung Van,13,1,00637
209,Thị trấn Văn Điển,Town Van Dien,14,1,00640
210,Xã Tân Triều,Tan Trieu,14,1,00643
211,Xã Thanh Liệt,Thanh Liet,14,1,00646
212,Xã Tả Thanh Oai,Ta Thanh Oai,14,1,00649
213,Xã Hữu Hoà,Huu Hoa,14,1,00652
214,Xã Tam Hiệp,Tam Hiep,14,1,00655
215,Xã Tứ Hiệp,Tu Hiep,14,1,00658
216,Xã Yên Mỹ,Yen My,14,1,00661
217,Xã Vĩnh Quỳnh,Vinh Quynh,14,1,00664
218,Xã Ngũ Hiệp,Ngu Hiep,14,1,00667
219,Xã Duyên Hà,Duyen Ha,14,1,00670
220,Xã Ngọc Hồi,Ngoc Hoi,14,1,00673
221,Xã Vạn Phúc,Van Phuc,14,1,00676
222,Xã Đại áng,Dai ang,14,1,00679
223,Xã Liên Ninh,Lien Ninh,14,1,00682
224,Xã Đông Mỹ,Dong My,14,1,00685
225,Phường Thượng Cát,Ward Thuong Cat,15,1,00595
226,Phường Liên Mạc,Ward Lien Mac,15,1,00598
227,Phường Đông Ngạc,Ward Dong Ngac,15,1,00601
228,Phường Đức Thắng,Ward Duc Thang,15,1,00602
229,Phường Thụy Phương,Ward Thuy Phuong,15,1,00604
230,Phường Tây Tựu,Ward Tay Tuu,15,1,00607
231,Phường Xuân Đỉnh,Ward Xuan Dinh,15,1,00610
232,Phường Xuân Tảo,Ward Xuan Tao,15,1,00611
233,Phường Minh Khai,Ward Minh Khai,15,1,00613
234,Phường Cổ Nhuế 1,Ward Co Nhue 1,15,1,00616
235,Phường Cổ Nhuế 2,Ward Co Nhue 2,15,1,00617
236,Phường Phú Diễn,Ward Phu Dien,15,1,00619
237,Phường Phúc Diễn,Ward Phuc Dien,15,1,00620
238,Thị trấn Chi Đông,Town Chi Dong,16,1,08973
239,Xã Đại Thịnh,Dai Thinh,16,1,08974
240,Xã Kim Hoa,Kim Hoa,16,1,08977
241,Xã Thạch Đà,Thach Da,16,1,08980
242,Xã Tiến Thắng,Tien Thang,16,1,08983
243,Xã Tự Lập,Tu Lap,16,1,08986
244,Thị trấn Quang Minh,Town Quang Minh,16,1,08989
245,Xã Thanh Lâm,Thanh Lam,16,1,08992
246,Xã Tam Đồng,Tam Dong,16,1,08995
247,Xã Liên Mạc,Lien Mac,16,1,08998
248,Xã Vạn Yên,Van Yen,16,1,09001
249,Xã Chu Phan,Chu Phan,16,1,09004
250,Xã Tiến Thịnh,Tien Thinh,16,1,09007
251,Xã Mê Linh,Me Linh,16,1,09010
252,Xã Văn Khê,Van Khe,16,1,09013
253,Xã Hoàng Kim,Hoang Kim,16,1,09016
254,Xã Tiền Phong,Tien Phong,16,1,09019
255,Xã Tráng Việt,Trang Viet,16,1,09022
256,Phường Nguyễn Trãi,Ward Nguyen Trai,17,1,09538
257,Phường Mộ Lao,Ward Mo Lao,17,1,09541
258,Phường Văn Quán,Ward Van Quan,17,1,09542
259,Phường Vạn Phúc,Ward Van Phuc,17,1,09544
260,Phường Yết Kiêu,Ward Yet Kieu,17,1,09547
261,Phường Quang Trung,Ward Quang Trung,17,1,09550
262,Phường La Khê,Ward La Khe,17,1,09551
263,Phường Phú La,Ward Phu La,17,1,09552
264,Phường Phúc La,Ward Phuc La,17,1,09553
265,Phường Hà Cầu,Ward Ha Cau,17,1,09556
266,Phường Yên Nghĩa,Ward Yen Nghia,17,1,09562
267,Phường Kiến Hưng,Ward Kien Hung,17,1,09565
268,Phường Phú Lãm,Ward Phu Lam,17,1,09568
269,Phường Phú Lương,Ward Phu Luong,17,1,09571
270,Phường Dương Nội,Ward Duong Noi,17,1,09886
271,Phường Đồng Mai,Ward Dong Mai,17,1,10117
272,Phường Biên Giang,Ward Bien Giang,17,1,10123
273,Phường Lê Lợi,Ward Le Loi,18,1,09574
274,Phường Phú Thịnh,Ward Phu Thinh,18,1,09577
275,Phường Ngô Quyền,Ward Ngo Quyen,18,1,09580
276,Phường Quang Trung,Ward Quang Trung,18,1,09583
277,Phường Sơn Lộc,Ward Son Loc,18,1,09586
278,Phường Xuân Khanh,Ward Xuan Khanh,18,1,09589
279,Xã Đường Lâm,Duong Lam,18,1,09592
280,Phường Viên Sơn,Ward Vien Son,18,1,09595
281,Xã Xuân Sơn,Xuan Son,18,1,09598
282,Phường Trung Hưng,Ward Trung Hung,18,1,09601
283,Xã Thanh Mỹ,Thanh My,18,1,09604
284,Phường Trung Sơn Trầm,Ward Trung Son Tram,18,1,09607
285,Xã Kim Sơn,Kim Son,18,1,09610
286,Xã Sơn Đông,Son Dong,18,1,09613
287,Xã Cổ Đông,Co Dong,18,1,09616
288,Thị trấn Tây Đằng,Town Tay Dang,19,1,09619
289,Xã Phú Cường,Phu Cuong,19,1,09625
290,Xã Cổ Đô,Co Do,19,1,09628
291,Xã Tản Hồng,Tan Hong,19,1,09631
292,Xã Vạn Thắng,Van Thang,19,1,09634
293,Xã Châu Sơn,Chau Son,19,1,09637
294,Xã Phong Vân,Phong Van,19,1,09640
295,Xã Phú Đông,Phu Dong,19,1,09643
296,Xã Phú Phương,Phu Phuong,19,1,09646
297,Xã Phú Châu,Phu Chau,19,1,09649
298,Xã Thái Hòa,Thai Hoa,19,1,09652
299,Xã Đồng Thái,Dong Thai,19,1,09655
300,Xã Phú Sơn,Phu Son,19,1,09658
301,Xã Minh Châu,Minh Chau,19,1,09661
302,Xã Vật Lại,Vat Lai,19,1,09664
303,Xã Chu Minh,Chu Minh,19,1,09667
304,Xã Tòng Bạt,Tong Bat,19,1,09670
305,Xã Cẩm Lĩnh,Cam Linh,19,1,09673
306,Xã Sơn Đà,Son Da,19,1,09676
307,Xã Đông Quang,Dong Quang,19,1,09679
308,Xã Tiên Phong,Tien Phong,19,1,09682
309,Xã Thụy An,Thuy An,19,1,09685
310,Xã Cam Thượng,Cam Thuong,19,1,09688
311,Xã Thuần Mỹ,Thuan My,19,1,09691
312,Xã Tản Lĩnh,Tan Linh,19,1,09694
313,Xã Ba Trại,Ba Trai,19,1,09697
314,Xã Minh Quang,Minh Quang,19,1,09700
315,Xã Ba Vì,Ba Vi,19,1,09703
316,Xã Vân Hòa,Van Hoa,19,1,09706
317,Xã Yên Bài,Yen Bai,19,1,09709
318,Xã Khánh Thượng,Khanh Thuong,19,1,09712
319,Thị trấn Phúc Thọ,Town Phuc Tho,20,1,09715
320,Xã Vân Hà,Van Ha,20,1,09718
321,Xã Vân Phúc,Van Phuc,20,1,09721
322,Xã Vân Nam,Van Nam,20,1,09724
323,Xã Xuân Đình,Xuan Dinh,20,1,09727
324,Xã Sen Phương,Sen Phuong,20,1,09733
325,Xã Võng Xuyên,Vong Xuyen,20,1,09739
326,Xã Thọ Lộc,Tho Loc,20,1,09742
327,Xã Long Xuyên,Long Xuyen,20,1,09745
328,Xã Thượng Cốc,Thuong Coc,20,1,09748
329,Xã Hát Môn,Hat Mon,20,1,09751
330,Xã Tích Giang,Tich Giang,20,1,09754
331,Xã Thanh Đa,Thanh Da,20,1,09757
332,Xã Trạch Mỹ Lộc,Trach My Loc,20,1,09760
333,Xã Phúc Hòa,Phuc Hoa,20,1,09763
334,Xã Ngọc Tảo,Ngoc Tao,20,1,09766
335,Xã Phụng Thượng,Phung Thuong,20,1,09769
336,Xã Tam Thuấn,Tam Thuan,20,1,09772
337,Xã Tam Hiệp,Tam Hiep,20,1,09775
338,Xã Hiệp Thuận,Hiep Thuan,20,1,09778
339,Xã Liên Hiệp,Lien Hiep,20,1,09781
340,Thị trấn Phùng,Town Phung,21,1,09784
341,Xã Trung Châu,Trung Chau,21,1,09787
342,Xã Thọ An,Tho An,21,1,09790
343,Xã Thọ Xuân,Tho Xuan,21,1,09793
344,Xã Hồng Hà,Hong Ha,21,1,09796
345,Xã Liên Hồng,Lien Hong,21,1,09799
346,Xã Liên Hà,Lien Ha,21,1,09802
347,Xã Hạ Mỗ,Ha Mo,21,1,09805
348,Xã Liên Trung,Lien Trung,21,1,09808
349,Xã Phương Đình,Ward Dinh,21,1,09811
350,Xã Thượng Mỗ,Thuong Mo,21,1,09814
351,Xã Tân Hội,Tan Hoi,21,1,09817
352,Xã Tân Lập,Tan Lap,21,1,09820
353,Xã Đan Phượng,Dan Phuong,21,1,09823
354,Xã Đồng Tháp,Dong Thap,21,1,09826
355,Xã Song Phượng,Song Phuong,21,1,09829
356,Thị trấn Trạm Trôi,Town Tram Troi,22,1,09832
357,Xã Đức Thượng,Duc Thuong,22,1,09835
358,Xã Minh Khai,Minh Khai,22,1,09838
359,Xã Dương Liễu,Duong Lieu,22,1,09841
360,Xã Di Trạch,Di Trach,22,1,09844
361,Xã Đức Giang,Duc Giang,22,1,09847
362,Xã Cát Quế,Cat Que,22,1,09850
363,Xã Kim Chung,Kim Chung,22,1,09853
364,Xã Yên Sở,Yen So,22,1,09856
365,Xã Sơn Đồng,Son Dong,22,1,09859
366,Xã Vân Canh,Van Canh,22,1,09862
367,Xã Đắc Sở,Dac So,22,1,09865
368,Xã Lại Yên,Lai Yen,22,1,09868
369,Xã Tiền Yên,Tien Yen,22,1,09871
370,Xã Song Phương,Song Phuong,22,1,09874
371,Xã An Khánh,An Khanh,22,1,09877
372,Xã An Thượng,An Thuong,22,1,09880
373,Xã Vân Côn,Van Con,22,1,09883
374,Xã La Phù,La Phu,22,1,09889
375,Xã Đông La,Dong La,22,1,09892
376,Xã Đông Xuân,Dong Xuan,23,1,04939
377,Thị trấn Quốc Oai,Town Quoc Oai,23,1,09895
378,Xã Sài Sơn,Sai Son,23,1,09898
379,Xã Phượng Cách,Ward Cach,23,1,09901
380,Xã Yên Sơn,Yen Son,23,1,09904
381,Xã Ngọc Liệp,Ngoc Liep,23,1,09907
382,Xã Ngọc Mỹ,Ngoc My,23,1,09910
383,Xã Liệp Tuyết,Liep Tuyet,23,1,09913
384,Xã Thạch Thán,Thach Than,23,1,09916
385,Xã Đồng Quang,Dong Quang,23,1,09919
386,Xã Phú Cát,Phu Cat,23,1,09922
387,Xã Tuyết Nghĩa,Tuyet Nghia,23,1,09925
388,Xã Nghĩa Hương,Nghia Huong,23,1,09928
389,Xã Cộng Hòa,Cong Hoa,23,1,09931
390,Xã Tân Phú,Tan Phu,23,1,09934
391,Xã Đại Thành,Dai Thanh,23,1,09937
392,Xã Phú Mãn,Phu Man,23,1,09940
393,Xã Cấn Hữu,Can Huu,23,1,09943
394,Xã Tân Hòa,Tan Hoa,23,1,09946
395,Xã Hòa Thạch,Hoa Thach,23,1,09949
396,Xã Đông Yên,Dong Yen,23,1,09952
397,Xã Yên Trung,Yen Trung,24,1,04927
398,Xã Yên Bình,Yen Binh,24,1,04930
399,Xã Tiến Xuân,Tien Xuan,24,1,04936
400,Thị trấn Liên Quan,Town Lien Quan,24,1,09955
401,Xã Đại Đồng,Dai Dong,24,1,09958
402,Xã Cẩm Yên,Cam Yen,24,1,09961
403,Xã Lại Thượng,Lai Thuong,24,1,09964
404,Xã Phú Kim,Phu Kim,24,1,09967
405,Xã Hương Ngải,Huong Ngai,24,1,09970
406,Xã Canh Nậu,Canh Nau,24,1,09973
407,Xã Kim Quan,Kim Quan,24,1,09976
408,Xã Dị Nậu,Di Nau,24,1,09979
409,Xã Bình Yên,Binh Yen,24,1,09982
410,Xã Chàng Sơn,Chang Son,24,1,09985
411,Xã Thạch Hoà,Thach Hoa,24,1,09988
412,Xã Cần Kiệm,Can Kiem,24,1,09991
413,Xã Hữu Bằng,Huu Bang,24,1,09994
414,Xã Phùng Xá,Phung Xa,24,1,09997
415,Xã Tân Xã,Tan Xa,24,1,10000
416,Xã Thạch Xá,Thach Xa,24,1,10003
417,Xã Bình Phú,Binh Phu,24,1,10006
418,Xã Hạ Bằng,Ha Bang,24,1,10009
419,Xã Đồng Trúc,Dong Truc,24,1,10012
420,Thị trấn Chúc Sơn,Town Chuc Son,25,1,10015
421,Thị trấn Xuân Mai,Town Xuan Mai,25,1,10018
422,Xã Phụng Châu,Phung Chau,25,1,10021
423,Xã Tiên Phương,Tien Phuong,25,1,10024
424,Xã Đông Sơn,Dong Son,25,1,10027
425,Xã Đông Phương Yên,Dong Ward Yen,25,1,10030
426,Xã Phú Nghĩa,Phu Nghia,25,1,10033
427,Xã Trường Yên,Truong Yen,25,1,10039
428,Xã Ngọc Hòa,Ngoc Hoa,25,1,10042
429,Xã Thủy Xuân Tiên,Thuy Xuan Tien,25,1,10045
430,Xã Thanh Bình,Thanh Binh,25,1,10048
431,Xã Trung Hòa,Trung Hoa,25,1,10051
432,Xã Đại Yên,Dai Yen,25,1,10054
433,Xã Thụy Hương,Thuy Huong,25,1,10057
434,Xã Tốt Động,Tot Dong,25,1,10060
435,Xã Lam Điền,Lam Dien,25,1,10063
436,Xã Tân Tiến,Tan Tien,25,1,10066
437,Xã Nam Phương Tiến,Nam Ward Tien,25,1,10069
438,Xã Hợp Đồng,Hop Dong,25,1,10072
439,Xã Hoàng Văn Thụ,Hoang Van Thu,25,1,10075
440,Xã Hoàng Diệu,Hoang Dieu,25,1,10078
441,Xã Hữu Văn,Huu Van,25,1,10081
442,Xã Quảng Bị,Quang Bi,25,1,10084
443,Xã Mỹ Lương,My Luong,25,1,10087
444,Xã Thượng Vực,Thuong Vuc,25,1,10090
445,Xã Hồng Phong,Hong Phong,25,1,10093
446,Xã Đồng Phú,Dong Phu,25,1,10096
447,Xã Trần Phú,Tran Phu,25,1,10099
448,Xã Văn Võ,Van Vo,25,1,10102
449,Xã Đồng Lạc,Dong Lac,25,1,10105
450,Xã Hòa Chính,Hoa Chinh,25,1,10108
451,Xã Phú Nam An,Phu Nam An,25,1,10111
452,Thị trấn Kim Bài,Town Kim Bai,26,1,10114
453,Xã Cự Khê,Cu Khe,26,1,10120
454,Xã Bích Hòa,Bich Hoa,26,1,10126
455,Xã Mỹ Hưng,My Hung,26,1,10129
456,Xã Cao Viên,Cao Vien,26,1,10132
457,Xã Bình Minh,Binh Minh,26,1,10135
458,Xã Tam Hưng,Tam Hung,26,1,10138
459,Xã Thanh Cao,Thanh Cao,26,1,10141
460,Xã Thanh Thùy,Thanh Thuy,26,1,10144
461,Xã Thanh Mai,Thanh Mai,26,1,10147
462,Xã Thanh Văn,Thanh Van,26,1,10150
463,Xã Đỗ Động,Do Dong,26,1,10153
464,Xã Kim An,Kim An,26,1,10156
465,Xã Kim Thư,Kim Thu,26,1,10159
466,Xã Phương Trung,Ward Trung,26,1,10162
467,Xã Tân Ước,Tan Uoc,26,1,10165
468,Xã Dân Hòa,Dan Hoa,26,1,10168
469,Xã Liên Châu,Lien Chau,26,1,10171
470,Xã Cao Dương,Cao Duong,26,1,10174
471,Xã Xuân Dương,Xuan Duong,26,1,10177
472,Xã Hồng Dương,Hong Duong,26,1,10180
473,Thị trấn Thường Tín,Town Thuong Tin,27,1,10183
474,Xã Ninh Sở,Ninh So,27,1,10186
475,Xã Nhị Khê,Nhi Khe,27,1,10189
476,Xã Duyên Thái,Duyen Thai,27,1,10192
477,Xã Khánh Hà,Khanh Ha,27,1,10195
478,Xã Hòa Bình,Hoa Binh,27,1,10198
479,Xã Văn Bình,Van Binh,27,1,10201
480,Xã Hiền Giang,Hien Giang,27,1,10204
481,Xã Hồng Vân,Hong Van,27,1,10207
482,Xã Vân Tảo,Van Tao,27,1,10210
483,Xã Liên Phương,Lien Phuong,27,1,10213
484,Xã Văn Phú,Van Phu,27,1,10216
485,Xã Tự Nhiên,Tu Nhien,27,1,10219
