code,name_vi,name_en,province,country,zip_code
6766,Rockton,Rockton,79,2,
6767,Griggsville,Griggsville,79,2,
6768,Mackinaw,Mackinaw,79,2,
6769,Neponset,Neponset,79,2,
6770,Effingham,Effingham,79,2,
6771,Lawndale,Lawndale,79,2,
6772,Big Rock,Big Rock,79,2,
6773,Rio,Rio,79,2,
6774,Shobonier,Shobonier,79,2,
6775,Herod,Herod,79,2,
6776,Cooksville,Cooksville,79,2,
6777,Homer,Homer,79,2,
6778,Schaumburg,Schaumburg,79,2,
6779,Peoria,Peoria,79,2,
6780,Pittsburg,Pittsburg,79,2,
6781,Springfield,Springfield,79,2,
6782,White Hall,White Hall,79,2,
6783,Cullom,Cullom,79,2,
6784,Island Lake,Island Lake,79,2,
6785,Monticello,Monticello,79,2,
6786,Mount Erie,Mount Erie,79,2,
6787,East Dubuque,East Dubuque,79,2,
6788,Union Hill,Union Hill,79,2,
6789,Abingdon,Abingdon,79,2,
6790,Melrose Park,Melrose Park,79,2,
6791,Keithsburg,Keithsburg,79,2,
6792,Woodlawn,Woodlawn,79,2,
6793,Aledo,Aledo,79,2,
6794,Maryville,Maryville,79,2,
6795,Perry,Perry,79,2,
6796,Olmsted,Olmsted,79,2,
6797,Pembroke Township,Pembroke Township,79,2,
6798,Odin,Odin,79,2,
6799,Dana,Dana,79,2,
6800,Vermilion,Vermilion,79,2,
6801,Eldena,Eldena,79,2,
6802,Eldorado,Eldorado,79,2,
6803,Cedar Point,Cedar Point,79,2,
6804,Lemont,Lemont,79,2,
6805,Thompsonville,Thompsonville,79,2,
6806,Hartford,Hartford,79,2,
6807,Pearl,Pearl,79,2,
6808,Murrayville,Murrayville,79,2,
6809,Logan,Logan,79,2,
6810,Crest Hill,Crest Hill,79,2,
6811,Yale,Yale,79,2,
6812,Assumption,Assumption,79,2,
6813,Baylis,Baylis,79,2,
6814,Hillside,Hillside,79,2,
6815,Milledgeville,Milledgeville,79,2,
6816,Ellis Grove,Ellis Grove,79,2,
6817,Goodwine,Goodwine,79,2,
6818,Hudson,Hudson,79,2,
6819,Laura,Laura,79,2,
6820,Markham,Markham,79,2,
6821,Congerville,Congerville,79,2,
6822,Hanover Park,Hanover Park,79,2,
6823,Skokie,Skokie,79,2,
6824,Brussels,Brussels,79,2,
6825,Mineral,Mineral,79,2,
6826,Huntsville,Huntsville,79,2,
6827,Elwood,Elwood,79,2,
6828,Allerton,Allerton,79,2,
6829,Radom,Radom,79,2,
6830,Gurnee,Gurnee,79,2,
6831,Lerna,Lerna,79,2,
6832,Mound City,Mound City,79,2,
6833,Rome,Rome,79,2,
6834,Carrier Mills,Carrier Mills,79,2,
6835,Deer Grove,Deer Grove,79,2,
6836,Moline,Moline,79,2,
6837,Cairo,Cairo,79,2,
6838,Attica,Attica,80,2,
6839,Patriot,Patriot,80,2,
6840,Taswell,Taswell,80,2,
6841,Milltown,Milltown,80,2,
6842,Lake Station,Lake Station,80,2,
6843,Romney,Romney,80,2,
6844,Lincoln City,Lincoln City,80,2,
6845,Kewanna,Kewanna,80,2,
6846,Argos,Argos,80,2,
6847,Jasper,Jasper,80,2,
6848,Bridgeton,Bridgeton,80,2,
6849,Indianapolis,Indianapolis,80,2,
6850,West Lafayette,West Lafayette,80,2,
6851,Stendal,Stendal,80,2,
6852,Leavenworth,Leavenworth,80,2,
6853,Monrovia,Monrovia,80,2,
6854,Summitville,Summitville,80,2,
6855,San Pierre,San Pierre,80,2,
6856,Wilkinson,Wilkinson,80,2,
6857,Deputy,Deputy,80,2,
6858,Rosedale,Rosedale,80,2,
6859,Churubusco,Churubusco,80,2,
6860,Winslow,Winslow,80,2,
6861,Hebron,Hebron,80,2,
6862,Midland,Midland,80,2,
6863,Rockville,Rockville,80,2,
6864,Odon,Odon,80,2,
6865,Sumava Resorts,Sumava Resorts,80,2,
6866,Crown Point,Crown Point,80,2,
6867,Perrysville,Perrysville,80,2,
6868,Ossian,Ossian,80,2,
6869,Pittsboro,Pittsboro,80,2,
6870,Whiteland,Whiteland,80,2,
6871,Manilla,Manilla,80,2,
6872,Cross Plains,Cross Plains,80,2,
6873,Pendleton,Pendleton,80,2,
6874,Salamonia,Salamonia,80,2,
6875,North Liberty,North Liberty,80,2,
6876,Flat Rock,Flat Rock,80,2,
6877,Memphis,Memphis,80,2,
6878,Reynolds,Reynolds,80,2,
6879,Morris,Morris,80,2,
6880,Branchville,Branchville,80,2,
6881,Ferdinand,Ferdinand,80,2,
6882,Greensboro,Greensboro,80,2,
6883,Reelsville,Reelsville,80,2,
6884,Nappanee,Nappanee,80,2,
6885,Medaryville,Medaryville,80,2,
6886,Sheridan,Sheridan,80,2,
6887,Union City,Union City,80,2,
6888,Demotte,Demotte,80,2,
6889,Wawaka,Wawaka,80,2,
6890,Advance,Advance,80,2,
6891,Patricksburg,Patricksburg,80,2,
6892,Clarks Hill,Clarks Hill,80,2,
6893,Arcadia,Arcadia,80,2,
6894,Morgantown,Morgantown,80,2,
6895,Albion,Albion,80,2,
6896,Aurora,Aurora,80,2,
6897,Walkerton,Walkerton,80,2,
6898,Hoagland,Hoagland,80,2,
6899,Kendallville,Kendallville,80,2,
6900,Lowell,Lowell,80,2,
6901,Dale,Dale,80,2,
6902,Clay City,Clay City,80,2,
6903,Hardinsburg,Hardinsburg,80,2,
6904,North Salem,North Salem,80,2,
6905,Medora,Medora,80,2,
6906,Fortville,Fortville,80,2,
6907,State Line,State Line,80,2,
6908,Cromwell,Cromwell,80,2,
6909,Markleville,Markleville,80,2,
6910,Buck Creek,Buck Creek,80,2,
6911,Taylorsville,Taylorsville,80,2,
6912,Delong,Delong,80,2,
6913,Schnellville,Schnellville,80,2,
6914,Ingalls,Ingalls,80,2,
6915,Sellersburg,Sellersburg,80,2,
6916,Lamar,Lamar,80,2,
6917,Troy,Troy,80,2,
6918,Craigville,Craigville,80,2,
6919,Oakland City,Oakland City,80,2,
6920,Richland,Richland,80,2,
6921,Oolitic,Oolitic,80,2,
6922,Dugger,Dugger,80,2,
6923,Madison,Madison,80,2,
6924,Waveland,Waveland,80,2,
6925,Saint Meinrad,Saint Meinrad,80,2,
6926,Brownsburg,Brownsburg,80,2,
6927,Monroe City,Monroe City,80,2,
6928,West Terre Haute,West Terre Haute,80,2,
6929,Otisco,Otisco,80,2,
6930,Mount Vernon,Mount Vernon,80,2,
6931,Camden,Camden,80,2,
6932,Galveston,Galveston,80,2,
6933,La Porte,La Porte,80,2,
6934,Sulphur,Sulphur,80,2,
6935,Loogootee,Loogootee,80,2,
6936,West Newton,West Newton,80,2,
6937,Remington,Remington,80,2,
6938,Elberfeld,Elberfeld,80,2,
6939,Butlerville,Butlerville,80,2,
6940,Merrillville,Merrillville,80,2,
6941,Sweetser,Sweetser,80,2,
6942,Newburgh,Newburgh,80,2,
6943,Charlestown,Charlestown,80,2,
6944,Matthews,Matthews,80,2,
6945,Henryville,Henryville,80,2,
6946,La Fontaine,La Fontaine,80,2,
6947,Montgomery,Montgomery,80,2,
6948,Oxford,Oxford,80,2,
6949,Darlington,Darlington,80,2,
6950,Amo,Amo,80,2,
6951,Wheatland,Wheatland,80,2,
6952,Evansville,Evansville,80,2,
6953,Monterey,Monterey,80,2,
6954,Bluffton,Bluffton,80,2,
6955,Camby,Camby,80,2,
6956,Middletown,Middletown,80,2,
6957,Frankton,Frankton,80,2,
6958,Ashley,Ashley,80,2,
6959,Bristow,Bristow,80,2,
6960,Knightstown,Knightstown,80,2,
6961,Merom,Merom,80,2,
6962,Hobbs,Hobbs,80,2,
6963,Union Mills,Union Mills,80,2,
6964,Winamac,Winamac,80,2,
6965,Holton,Holton,80,2,
6966,Orland,Orland,80,2,
6967,Warsaw,Warsaw,80,2,
6968,Franklin,Franklin,80,2,
6969,Evanston,Evanston,80,2,
6970,Hope,Hope,80,2,
6971,Fountain City,Fountain City,80,2,
6972,Grantsburg,Grantsburg,80,2,
6973,Delphi,Delphi,80,2,
6974,Fort Branch,Fort Branch,80,2,
6975,Lapaz,Lapaz,80,2,
6976,Winchester,Winchester,80,2,
6977,Colfax,Colfax,80,2,
6978,Grammer,Grammer,80,2,
6979,Amboy,Amboy,80,2,
6980,Ragsdale,Ragsdale,80,2,
6981,Hanna,Hanna,80,2,
6982,Mooresville,Mooresville,80,2,
6983,Fontanet,Fontanet,80,2,
6984,New Carlisle,New Carlisle,80,2,
6985,Oakford,Oakford,80,2,
6986,Rockport,Rockport,80,2,
6987,Velpen,Velpen,80,2,
6988,Frankfort,Frankfort,80,2,
6989,Sullivan,Sullivan,80,2,
6990,Quincy,Quincy,80,2,
6991,Wolcottville,Wolcottville,80,2,
6992,Rochester,Rochester,80,2,
6993,Avon,Avon,80,2,
6994,Canaan,Canaan,80,2,
6995,Roanoke,Roanoke,80,2,
6996,Beverly Shores,Beverly Shores,80,2,
6997,Lexington,Lexington,80,2,
6998,Universal,Universal,80,2,
6999,English,English,80,2,
7000,Jonesboro,Jonesboro,80,2,
7001,Jonesville,Jonesville,80,2,
7002,Sharpsville,Sharpsville,80,2,
7003,Arlington,Arlington,80,2,
7004,Miami,Miami,80,2,
7005,Andrews,Andrews,80,2,
7006,Fairmount,Fairmount,80,2,
7007,Lagro,Lagro,80,2,
7008,Pimento,Pimento,80,2,
7009,Richmond,Richmond,80,2,
7010,Dayton,Dayton,80,2,
7011,Farmersburg,Farmersburg,80,2,
7012,Vincennes,Vincennes,80,2,
7013,Waynetown,Waynetown,80,2,
7014,Arcola,Arcola,80,2,
7015,West College Corner,West College Corner,80,2,
7016,Lizton,Lizton,80,2,
7017,Webster,Webster,80,2,
7018,Mount Ayr,Mount Ayr,80,2,
7019,Tell City,Tell City,80,2,
7020,Burnettsville,Burnettsville,80,2,
7021,Fountaintown,Fountaintown,80,2,
7022,Shelby,Shelby,80,2,
7023,Centerpoint,Centerpoint,80,2,
7024,Elizabeth,Elizabeth,80,2,
7025,Vevay,Vevay,80,2,
7026,Dillsboro,Dillsboro,80,2,
7027,Losantville,Losantville,80,2,
7028,Boggstown,Boggstown,80,2,
7029,Wyatt,Wyatt,80,2,
7030,Fairbanks,Fairbanks,80,2,
7031,Hammond,Hammond,80,2,
7032,Roann,Roann,80,2,
7033,Hillsdale,Hillsdale,80,2,
7034,Lagrange,Lagrange,80,2,
7035,Garrett,Garrett,80,2,
7036,Leopold,Leopold,80,2,
7037,Bruceville,Bruceville,80,2,
7038,Modoc,Modoc,80,2,
7039,Jeffersonville,Jeffersonville,80,2,
7040,Whitestown,Whitestown,80,2,
7041,Ramsey,Ramsey,80,2,
7042,Oaktown,Oaktown,80,2,
7043,Elnora,Elnora,80,2,
7044,Griffin,Griffin,80,2,
7045,Springville,Springville,80,2,
7046,Borden,Borden,80,2,
7047,Berne,Berne,80,2,
7048,Monroeville,Monroeville,80,2,
7049,Helmsburg,Helmsburg,80,2,
7050,Crane,Crane,80,2,
7051,Owensburg,Owensburg,80,2,
7052,French Lick,French Lick,80,2,
7053,Knox,Knox,80,2,
7054,Lanesville,Lanesville,80,2,
7055,New Richmond,New Richmond,80,2,
7056,Shepardsville,Shepardsville,80,2,
7057,Valparaiso,Valparaiso,80,2,
7058,Shelbyville,Shelbyville,80,2,
7059,Jamestown,Jamestown,80,2,
7060,Vernon,Vernon,80,2,
7061,Russiaville,Russiaville,80,2,
7062,Grabill,Grabill,80,2,
7063,Bennington,Bennington,80,2,
7064,Martinsville,Martinsville,80,2,
7065,Hobart,Hobart,80,2,
7066,Wanatah,Wanatah,80,2,
7067,Gas City,Gas City,80,2,
7068,Milroy,Milroy,80,2,
7069,Prairieton,Prairieton,80,2,
7070,Bryant,Bryant,80,2,
7071,Decker,Decker,80,2,
7072,Tennyson,Tennyson,80,2,
7073,Fillmore,Fillmore,80,2,
7074,Patoka,Patoka,80,2,
7075,Macy,Macy,80,2,
7076,Newtown,Newtown,80,2,
7077,Pekin,Pekin,80,2,
7078,Clarksville,Clarksville,80,2,
7079,North Judson,North Judson,80,2,
7080,Kempton,Kempton,80,2,
7081,Washington,Washington,80,2,
7082,Mackey,Mackey,80,2,
7083,Pierceton,Pierceton,80,2,
7084,Boswell,Boswell,80,2,
7085,West Baden Springs,West Baden Springs,80,2,
7086,Harrodsburg,Harrodsburg,80,2,
7087,Laketon,Laketon,80,2,
7088,Decatur,Decatur,80,2,
7089,Freedom,Freedom,80,2,
7090,Waterloo,Waterloo,80,2,
7091,Cynthiana,Cynthiana,80,2,
7092,Marion,Marion,80,2,
7093,New Waverly,New Waverly,80,2,
7094,Depauw,Depauw,80,2,
7095,Granger,Granger,80,2,
7096,Swayzee,Swayzee,80,2,
7097,Larwill,Larwill,80,2,
7098,Mulberry,Mulberry,80,2,
7099,Spencer,Spencer,80,2,
7100,Buffalo,Buffalo,80,2,
7101,New Trenton,New Trenton,80,2,
7102,Liberty Mills,Liberty Mills,80,2,
7103,Kimmell,Kimmell,80,2,
7104,Saint Paul,Saint Paul,80,2,
7105,Thorntown,Thorntown,80,2,
7106,Young America,Young America,80,2,
7107,Birdseye,Birdseye,80,2,
7108,Bloomfield,Bloomfield,80,2,
7109,Mitchell,Mitchell,80,2,
7110,Newberry,Newberry,80,2,
7111,Prairie Creek,Prairie Creek,80,2,
7112,Austin,Austin,80,2,
7113,Riley,Riley,80,2,
7114,Fulton,Fulton,80,2,
7115,New Palestine,New Palestine,80,2,
7116,Shirley,Shirley,80,2,
7117,Petersburg,Petersburg,80,2,
7118,Nashville,Nashville,80,2,
7119,Westphalia,Westphalia,80,2,
7120,Greensburg,Greensburg,80,2,
7121,Pine Village,Pine Village,80,2,
7122,Burlington,Burlington,80,2,
7123,Angola,Angola,80,2,
7124,Lawrenceburg,Lawrenceburg,80,2,
7125,Charlottesville,Charlottesville,80,2,
7126,Hymera,Hymera,80,2,
7127,Atwood,Atwood,80,2,
7128,Otterbein,Otterbein,80,2,
7129,Covington,Covington,80,2,
7130,Marshall,Marshall,80,2,
7131,Santa Claus,Santa Claus,80,2,
7132,Hemlock,Hemlock,80,2,
7133,Owensville,Owensville,80,2,
7134,Spurgeon,Spurgeon,80,2,
7135,Napoleon,Napoleon,80,2,
7136,Cory,Cory,80,2,
7137,Urbana,Urbana,80,2,
7138,Brookston,Brookston,80,2,
7139,Vallonia,Vallonia,80,2,
7140,Blanford,Blanford,80,2,
7141,East Chicago,East Chicago,80,2,
7142,Orestes,Orestes,80,2,
7143,Morristown,Morristown,80,2,
7144,Selma,Selma,80,2,
7145,Saint Joe,Saint Joe,80,2,
7146,Bourbon,Bourbon,80,2,
7147,Fremont,Fremont,80,2,
7148,Huntingburg,Huntingburg,80,2,
7149,Hanover,Hanover,80,2,
7150,Fishers,Fishers,80,2,
7151,Princeton,Princeton,80,2,
7152,Pleasant Lake,Pleasant Lake,80,2,
7153,Wakarusa,Wakarusa,80,2,
7154,Lyons,Lyons,80,2,
7155,Van Buren,Van Buren,80,2,
7156,Bicknell,Bicknell,80,2,
7157,Bargersville,Bargersville,80,2,
7158,Gwynneville,Gwynneville,80,2,
7159,Williamsport,Williamsport,80,2,
7160,Francesville,Francesville,80,2,
7161,Laurel,Laurel,80,2,
7162,Onward,Onward,80,2,
7163,Straughn,Straughn,80,2,
7164,New Point,New Point,80,2,
7165,Freelandville,Freelandville,80,2,
7166,Leo,Leo,80,2,
7167,Avoca,Avoca,80,2,
7168,Shelburn,Shelburn,80,2,
7169,Millersburg,Millersburg,80,2,
7170,Waldron,Waldron,80,2,
7171,Palmyra,Palmyra,80,2,
7172,Rome City,Rome City,80,2,
7173,West Lebanon,West Lebanon,80,2,
7174,Culver,Culver,80,2,
7175,Forest,Forest,80,2,
7176,Walton,Walton,80,2,
7177,South Bend,South Bend,80,2,
7178,Celestine,Celestine,80,2,
7179,Cedar Lake,Cedar Lake,80,2,
7180,Wadesville,Wadesville,80,2,
7181,Boone Grove,Boone Grove,80,2,
7182,Morocco,Morocco,80,2,
7183,Chrisney,Chrisney,80,2,
7184,Kentland,Kentland,80,2,
7185,La Crosse,La Crosse,80,2,
7186,Rensselaer,Rensselaer,80,2,
7187,Central,Central,80,2,
7188,Atlanta,Atlanta,80,2,
7189,Kingsford Heights,Kingsford Heights,80,2,
7190,Yorktown,Yorktown,80,2,
7191,Eaton,Eaton,80,2,
7192,Farmland,Farmland,80,2,
7193,Commiskey,Commiskey,80,2,
7194,Greencastle,Greencastle,80,2,
7195,Yoder,Yoder,80,2,
7196,Auburn,Auburn,80,2,
7197,Rossville,Rossville,80,2,
7198,Portage,Portage,80,2,
7199,Kingman,Kingman,80,2,
7200,Lake Village,Lake Village,80,2,
7201,Mexico,Mexico,80,2,
7202,Hillsboro,Hillsboro,80,2,
7203,Montpelier,Montpelier,80,2,
7204,Plainfield,Plainfield,80,2,
7205,Dubois,Dubois,80,2,
7206,Paoli,Paoli,80,2,
7207,Bath,Bath,80,2,
7208,Akron,Akron,80,2,
7209,Crothersville,Crothersville,80,2,
7210,Paragon,Paragon,80,2,
7211,Spiceland,Spiceland,80,2,
7212,Mongo,Mongo,80,2,
7213,New Market,New Market,80,2,
7214,Lewis,Lewis,80,2,
7215,Gaston,Gaston,80,2,
7216,Leiters Ford,Leiters Ford,80,2,
7217,Montezuma,Montezuma,80,2,
7218,Paris Crossing,Paris Crossing,80,2,
7219,Friendship,Friendship,80,2,
7220,Yeoman,Yeoman,80,2,
7221,Cutler,Cutler,80,2,
7222,Poneto,Poneto,80,2,
7223,Derby,Derby,80,2,
7224,Lewisville,Lewisville,80,2,
7225,Carbon,Carbon,80,2,
7226,Mount Summit,Mount Summit,80,2,
7227,Gary,Gary,80,2,
7228,Fowlerton,Fowlerton,80,2,
7229,Mellott,Mellott,80,2,
7230,Rising Sun,Rising Sun,80,2,
7231,West Harrison,West Harrison,80,2,
7232,Huron,Huron,80,2,
7233,Francisco,Francisco,80,2,
7234,Poseyville,Poseyville,80,2,
7235,Newport,Newport,80,2,
7236,Oakville,Oakville,80,2,
7237,Milford,Milford,80,2,
7238,Dupont,Dupont,80,2,
7239,Kennard,Kennard,80,2,
7240,Gosport,Gosport,80,2,
7241,Worthington,Worthington,80,2,
7242,Hagerstown,Hagerstown,80,2,
7243,Wolcott,Wolcott,80,2,
7244,Markle,Markle,80,2,
7245,Plainville,Plainville,80,2,
7246,Michigantown,Michigantown,80,2,
7247,Mishawaka,Mishawaka,80,2,
7248,Rolling Prairie,Rolling Prairie,80,2,
7249,Kokomo,Kokomo,80,2,
7250,Chandler,Chandler,80,2,
7251,New Haven,New Haven,80,2,
7252,Westport,Westport,80,2,
7253,New Lisbon,New Lisbon,80,2,
7254,South Whitley,South Whitley,80,2,
7255,New Middletown,New Middletown,80,2,
7256,Jasonville,Jasonville,80,2,
7257,Ora,Ora,80,2,
7258,Saint Mary Of The Woods,Saint Mary Of The Woods,80,2,
7259,Elkhart,Elkhart,80,2,
7260,Williamsburg,Williamsburg,80,2,
7261,Saratoga,Saratoga,80,2,
7262,Moores Hill,Moores Hill,80,2,
7263,Donaldson,Donaldson,80,2,
7264,Otwell,Otwell,80,2,
7265,Heltonville,Heltonville,80,2,
7266,Monroe,Monroe,80,2,
7267,Liberty Center,Liberty Center,80,2,
7268,Maxwell,Maxwell,80,2,
7269,Twelve Mile,Twelve Mile,80,2,
7270,Parker City,Parker City,80,2,
7271,Kingsbury,Kingsbury,80,2,
7272,Coal City,Coal City,80,2,
7273,Centerville,Centerville,80,2,
7274,Greenwood,Greenwood,80,2,
7275,Rushville,Rushville,80,2,
7276,Connersville,Connersville,80,2,
7277,Crandall,Crandall,80,2,
7278,Nabb,Nabb,80,2,
7279,Muncie,Muncie,80,2,
7280,Zionsville,Zionsville,80,2,
7281,Carlisle,Carlisle,80,2,
7282,Noblesville,Noblesville,80,2,
7283,Seymour,Seymour,80,2,
7284,Stockwell,Stockwell,80,2,
7285,Saint Bernice,Saint Bernice,80,2,
7286,Brownstown,Brownstown,80,2,
7287,Sulphur Springs,Sulphur Springs,80,2,
7288,Portland,Portland,80,2,
7289,Ladoga,Ladoga,80,2,
7290,Freetown,Freetown,80,2,
7291,Lynn,Lynn,80,2,
7292,Orleans,Orleans,80,2,
7293,Thayer,Thayer,80,2,
7294,Cicero,Cicero,80,2,
7295,Converse,Converse,80,2,
7296,Burket,Burket,80,2,
7297,Westville,Westville,80,2,
7298,Greentown,Greentown,80,2,
7299,South Milford,South Milford,80,2,
7300,Mentone,Mentone,80,2,
7301,Bringhurst,Bringhurst,80,2,
7302,Hartford City,Hartford City,80,2,
7303,Paxton,Paxton,80,2,
7304,Saint John,Saint John,80,2,
7305,Munster,Munster,80,2,
7306,Brook,Brook,80,2,
7307,Templeton,Templeton,80,2,
7308,Beech Grove,Beech Grove,80,2,
7309,Silver Lake,Silver Lake,80,2,
7310,Fredericksburg,Fredericksburg,80,2,
7311,Syracuse,Syracuse,80,2,
7312,Tipton,Tipton,80,2,
7313,Spencerville,Spencerville,80,2,
7314,Bedford,Bedford,80,2,
7315,Daleville,Daleville,80,2,
7316,Cloverdale,Cloverdale,80,2,
7317,New Paris,New Paris,80,2,
7318,Milton,Milton,80,2,
7319,Harlan,Harlan,80,2,
7320,Florence,Florence,80,2,
7321,Unionville,Unionville,80,2,
7322,Fair Oaks,Fair Oaks,80,2,
7323,Middlebury,Middlebury,80,2,
7324,Etna Green,Etna Green,80,2,
7325,Ridgeville,Ridgeville,80,2,
7326,Bremen,Bremen,80,2,
7327,Brookville,Brookville,80,2,
7328,Eminence,Eminence,80,2,
7329,Lakeville,Lakeville,80,2,
7330,Harmony,Harmony,80,2,
7331,Battle Ground,Battle Ground,80,2,
7332,Shipshewana,Shipshewana,80,2,
7333,Clinton,Clinton,80,2,
7334,Mecca,Mecca,80,2,
7335,Gentryville,Gentryville,80,2,
7336,Springport,Springport,80,2,
7337,Grovertown,Grovertown,80,2,
7338,Fort Wayne,Fort Wayne,80,2,
7339,Denver,Denver,80,2,
7340,Star City,Star City,80,2,
7341,Cambridge City,Cambridge City,80,2,
7342,Grissom Arb,Grissom Arb,80,2,
7343,Floyds Knobs,Floyds Knobs,80,2,
7344,Lucerne,Lucerne,80,2,
7345,New Washington,New Washington,80,2,
7346,Alexandria,Alexandria,80,2,
7347,Flora,Flora,80,2,
7348,Stroh,Stroh,80,2,
7349,Cayuga,Cayuga,80,2,
7350,Russellville,Russellville,80,2,
7351,Westpoint,Westpoint,80,2,
7352,Bainbridge,Bainbridge,80,2,
7353,Knightsville,Knightsville,80,2,
7354,Somerset,Somerset,80,2,
7355,Wheeler,Wheeler,80,2,
7356,Fowler,Fowler,80,2,
7357,Topeka,Topeka,80,2,
7358,Smithville,Smithville,80,2,
7359,Lynnville,Lynnville,80,2,
7360,Scottsburg,Scottsburg,80,2,
7361,Kouts,Kouts,80,2,
7362,Nineveh,Nineveh,80,2,
7363,Roachdale,Roachdale,80,2,
7364,Staunton,Staunton,80,2,
7365,Goshen,Goshen,80,2,
7366,Poland,Poland,80,2,
7367,Pershing,Pershing,80,2,
7368,Clarksburg,Clarksburg,80,2,
7369,Greens Fork,Greens Fork,80,2,
7370,Milan,Milan,80,2,
7371,Notre Dame,Notre Dame,80,2,
7372,Trafalgar,Trafalgar,80,2,
7373,Geneva,Geneva,80,2,
7374,Scipio,Scipio,80,2,
7375,Goodland,Goodland,80,2,
7376,Michigan City,Michigan City,80,2,
7377,Bloomington,Bloomington,80,2,
7378,Huntertown,Huntertown,80,2,
7379,Stinesville,Stinesville,80,2,
7380,Logansport,Logansport,80,2,
7381,Crawfordsville,Crawfordsville,80,2,
7382,Brooklyn,Brooklyn,80,2,
7383,Monon,Monon,80,2,
7384,Putnamville,Putnamville,80,2,
7385,New Ross,New Ross,80,2,
7386,Elizabethtown,Elizabethtown,80,2,
7387,Homer,Homer,80,2,
7388,Bethlehem,Bethlehem,80,2,
7389,Wingate,Wingate,80,2,
7390,Sandborn,Sandborn,80,2,
7391,Hamlet,Hamlet,80,2,
7392,New Salisbury,New Salisbury,80,2,
7393,Howe,Howe,80,2,
7394,Veedersburg,Veedersburg,80,2,
7395,North Manchester,North Manchester,80,2,
7396,Pennville,Pennville,80,2,
7397,Bloomingdale,Bloomingdale,80,2,
7398,Mauckport,Mauckport,80,2,
7399,Bowling Green,Bowling Green,80,2,
7400,Lebanon,Lebanon,80,2,
7401,Somerville,Somerville,80,2,
7402,Bunker Hill,Bunker Hill,80,2,
7403,Tippecanoe,Tippecanoe,80,2,
7404,Lapel,Lapel,80,2,
7405,Edwardsport,Edwardsport,80,2,
7406,Mays,Mays,80,2,
7407,Monticello,Monticello,80,2,
7408,Wheatfield,Wheatfield,80,2,
7409,Williams,Williams,80,2,
7410,Windfall,Windfall,80,2,
7411,New Harmony,New Harmony,80,2,
7412,Dublin,Dublin,80,2,
7413,Clifford,Clifford,80,2,
7414,Ellettsville,Ellettsville,80,2,
7415,Highland,Highland,80,2,
7416,Dyer,Dyer,80,2,
7417,Wolflake,Wolflake,80,2,
7418,Chesterton,Chesterton,80,2,
7419,Needham,Needham,80,2,
7420,Tunnelton,Tunnelton,80,2,
7421,Underwood,Underwood,80,2,
7422,Osgood,Osgood,80,2,
7423,Schneider,Schneider,80,2,
7424,Marengo,Marengo,80,2,
7425,Carthage,Carthage,80,2,
7426,Leesburg,Leesburg,80,2,
7427,Brownsville,Brownsville,80,2,
7428,Alamo,Alamo,80,2,
7429,Sunman,Sunman,80,2,
7430,Ligonier,Ligonier,80,2,
7431,Batesville,Batesville,80,2,
7432,Hartsville,Hartsville,80,2,
7433,Upland,Upland,80,2,
7434,Cannelton,Cannelton,80,2,
7435,Linton,Linton,80,2,
7436,Mccordsville,Mccordsville,80,2,
7437,Laotto,Laotto,80,2,
7438,Albany,Albany,80,2,
7439,Plymouth,Plymouth,80,2,
7440,Dana,Dana,80,2,
7441,Saint Anthony,Saint Anthony,80,2,
7442,Versailles,Versailles,80,2,
7443,Winona Lake,Winona Lake,80,2,
7444,Liberty,Liberty,80,2,
7445,Economy,Economy,80,2,
7446,Scotland,Scotland,80,2,
7447,Chalmers,Chalmers,80,2,
7448,Brazil,Brazil,80,2,
7449,Cannelburg,Cannelburg,80,2,
7450,Solsberry,Solsberry,80,2,
7451,Corydon,Corydon,80,2,
7452,Keystone,Keystone,80,2,
7453,Greenville,Greenville,80,2,
7454,Griffith,Griffith,80,2,
7455,Hamilton,Hamilton,80,2,
7456,Zanesville,Zanesville,80,2,
7457,Norman,Norman,80,2,
7458,Fairland,Fairland,80,2,
7459,Shoals,Shoals,80,2,
7460,Switz City,Switz City,80,2,
7461,Earl Park,Earl Park,80,2,
7462,New Goshen,New Goshen,80,2,
7463,Kirklin,Kirklin,80,2,
7464,Oldenburg,Oldenburg,80,2,
7465,Tyner,Tyner,80,2,
7466,Cedar Grove,Cedar Grove,80,2,
7467,Dunreith,Dunreith,80,2,
7468,Dunkirk,Dunkirk,80,2,
7469,Holland,Holland,80,2,
7470,New Castle,New Castle,80,2,
7471,Servia,Servia,80,2,
7472,Huntington,Huntington,80,2,
7473,Uniondale,Uniondale,80,2,
7474,Campbellsburg,Campbellsburg,80,2,
7475,Clayton,Clayton,80,2,
7476,Linden,Linden,80,2,
7477,Saint Croix,Saint Croix,80,2,
7478,Whiting,Whiting,80,2,
7479,Mooreland,Mooreland,80,2,
7480,Falmouth,Falmouth,80,2,
7481,Stilesville,Stilesville,80,2,
7482,Georgetown,Georgetown,80,2,
7483,Osceola,Osceola,80,2,
7484,Petroleum,Petroleum,80,2,
7485,Peru,Peru,80,2,
7486,Royal Center,Royal Center,80,2,
7487,Guilford,Guilford,80,2,
7488,Haubstadt,Haubstadt,80,2,
7489,Carmel,Carmel,80,2,
7490,Corunna,Corunna,80,2,
7491,Hudson,Hudson,80,2,
7492,Coalmont,Coalmont,80,2,
7493,Glenwood,Glenwood,80,2,
