code,name_vi,name_en,province,country,zip_code
26295,Damascus,Damascus,115,2,
26296,Nathalie,Nathalie,115,2,
26297,Assawoman,Assawoman,115,2,
26298,Tyro,Tyro,115,2,
26299,Chase City,Chase City,115,2,
26300,Irvington,Irvington,115,2,
26301,Marion,Marion,115,2,
26302,Patrick Springs,Patrick Springs,115,2,
26303,Lovingston,Lovingston,115,2,
26304,Ebony,Ebony,115,2,
26305,Nassawadox,Nassawadox,115,2,
26306,Spencer,Spencer,115,2,
26307,Bluefield,Bluefield,115,2,
26308,Lowry,Lowry,115,2,
26309,Port Royal,Port Royal,115,2,
26310,Stevensville,Stevensville,115,2,
26311,Saint Paul,Saint Paul,115,2,
26312,Lynch Station,Lynch Station,115,2,
26313,Thaxton,Thaxton,115,2,
26314,Fieldale,Fieldale,115,2,
26315,Tasley,Tasley,115,2,
26316,Pittsville,Pittsville,115,2,
26317,Saint Stephens Church,Saint Stephens Church,115,2,
26318,New Church,New Church,115,2,
26319,Church Road,Church Road,115,2,
26320,Kenbridge,Kenbridge,115,2,
26321,White Stone,White Stone,115,2,
26322,Petersburg,Petersburg,115,2,
26323,Falls Church,Falls Church,115,2,
26324,Hillsville,Hillsville,115,2,
26325,The Plains,The Plains,115,2,
26326,Castlewood,Castlewood,115,2,
26327,Honaker,Honaker,115,2,
26328,Hot Springs,Hot Springs,115,2,
26329,McDowell,McDowell,115,2,
26330,Charlottesville,Charlottesville,115,2,
26331,Urbanna,Urbanna,115,2,
26332,Bridgewater,Bridgewater,115,2,
26333,White Post,White Post,115,2,
26334,Covington,Covington,115,2,
26335,Marshall,Marshall,115,2,
26336,Flint Hill,Flint Hill,115,2,
26337,Pounding Mill,Pounding Mill,115,2,
26338,Stony Creek,Stony Creek,115,2,
26339,Ferrum,Ferrum,115,2,
26340,Rich Creek,Rich Creek,115,2,
26341,Rockbridge Baths,Rockbridge Baths,115,2,
26342,Capron,Capron,115,2,
26343,Pulaski,Pulaski,115,2,
26344,Rixeyville,Rixeyville,115,2,
26345,Augusta Springs,Augusta Springs,115,2,
26346,Cleveland,Cleveland,115,2,
26347,Mears,Mears,115,2,
26348,Fairfax,Fairfax,115,2,
26349,Selma,Selma,115,2,
26350,Vernon Hill,Vernon Hill,115,2,
26351,Centreville,Centreville,115,2,
26352,Fort Blackmore,Fort Blackmore,115,2,
26353,Grottoes,Grottoes,115,2,
26354,King And Queen Court House,King And Queen Court House,115,2,
26355,Skippers,Skippers,115,2,
26356,Hanover,Hanover,115,2,
26357,Virginia Beach,Virginia Beach,115,2,
26358,Chantilly,Chantilly,115,2,
26359,Richardsville,Richardsville,115,2,
26360,Tappahannock,Tappahannock,115,2,
26361,Alberta,Alberta,115,2,
26362,Basye,Basye,115,2,
26363,Scottsville,Scottsville,115,2,
26364,Huntly,Huntly,115,2,
26365,Montebello,Montebello,115,2,
26366,Aylett,Aylett,115,2,
26367,McLean,McLean,115,2,
26368,Drakes Branch,Drakes Branch,115,2,
26369,Sanford,Sanford,115,2,
26370,Crystal Hill,Crystal Hill,115,2,
26371,Hague,Hague,115,2,
26372,Norfolk,Norfolk,115,2,
26373,Jeffersonton,Jeffersonton,115,2,
26374,McGaheysville,McGaheysville,115,2,
26375,Floyd,Floyd,115,2,
26376,Carson,Carson,115,2,
26377,Haysi,Haysi,115,2,
26378,Mitchells,Mitchells,115,2,
26379,Leon,Leon,115,2,
26380,North Garden,North Garden,115,2,
26381,Palmyra,Palmyra,115,2,
26382,Head Waters,Head Waters,115,2,
26383,Rhoadesville,Rhoadesville,115,2,
26384,Concord,Concord,115,2,
26385,Lambsburg,Lambsburg,115,2,
26386,Lignum,Lignum,115,2,
26387,Drewryville,Drewryville,115,2,
26388,Forest,Forest,115,2,
26389,King George,King George,115,2,
26390,Dunnsville,Dunnsville,115,2,
26391,Oakton,Oakton,115,2,
26392,Shipman,Shipman,115,2,
26393,Courtland,Courtland,115,2,
26394,Ripplemead,Ripplemead,115,2,
26395,Gum Spring,Gum Spring,115,2,
26396,Portsmouth,Portsmouth,115,2,
26397,Weyers Cave,Weyers Cave,115,2,
26398,Callands,Callands,115,2,
26399,Cross Junction,Cross Junction,115,2,
26400,Collinsville,Collinsville,115,2,
26401,Cheriton,Cheriton,115,2,
26402,Boyce,Boyce,115,2,
26403,Caret,Caret,115,2,
26404,Rowe,Rowe,115,2,
26405,La Crosse,La Crosse,115,2,
26406,Herndon,Herndon,115,2,
26407,Swords Creek,Swords Creek,115,2,
26408,Keysville,Keysville,115,2,
26409,Schuyler,Schuyler,115,2,
26410,Port Haywood,Port Haywood,115,2,
26411,Shenandoah,Shenandoah,115,2,
26412,Susan,Susan,115,2,
26413,Rappahannock Academy,Rappahannock Academy,115,2,
26414,Gladys,Gladys,115,2,
26415,Locust Hill,Locust Hill,115,2,
26416,Yorktown,Yorktown,115,2,
26417,Grundy,Grundy,115,2,
26418,Hampton,Hampton,115,2,
26419,Harborton,Harborton,115,2,
26420,Mathews,Mathews,115,2,
26421,Roseland,Roseland,115,2,
26422,Natural Bridge Station,Natural Bridge Station,115,2,
26423,Elk Creek,Elk Creek,115,2,
26424,Raven,Raven,115,2,
26425,Deltaville,Deltaville,115,2,
26426,Jarratt,Jarratt,115,2,
26427,Greenbackville,Greenbackville,115,2,
26428,State Farm,State Farm,115,2,
26429,Lawrenceville,Lawrenceville,115,2,
26430,Fishersville,Fishersville,115,2,
26431,Montpelier,Montpelier,115,2,
26432,Mouth Of Wilson,Mouth Of Wilson,115,2,
26433,Nelson,Nelson,115,2,
26434,Hiltons,Hiltons,115,2,
26435,Fries,Fries,115,2,
26436,Hume,Hume,115,2,
26437,Woodberry Forest,Woodberry Forest,115,2,
26438,Loretto,Loretto,115,2,
26439,Topping,Topping,115,2,
26440,Dugspur,Dugspur,115,2,
26441,New Market,New Market,115,2,
26442,Bee,Bee,115,2,
26443,Sumerduck,Sumerduck,115,2,
26444,Deerfield,Deerfield,115,2,
26445,Pound,Pound,115,2,
26446,Quinby,Quinby,115,2,
26447,Saxis,Saxis,115,2,
26448,Battery Park,Battery Park,115,2,
26449,Barboursville,Barboursville,115,2,
26450,Rochelle,Rochelle,115,2,
26451,Radford,Radford,115,2,
26452,Chesapeake,Chesapeake,115,2,
26453,Gretna,Gretna,115,2,
26454,Bruington,Bruington,115,2,
26455,Woodville,Woodville,115,2,
26456,Rocky Gap,Rocky Gap,115,2,
26457,Millwood,Millwood,115,2,
26458,Woodstock,Woodstock,115,2,
26459,Shawsville,Shawsville,115,2,
26460,Lunenburg,Lunenburg,115,2,
26461,Hood,Hood,115,2,
26462,Newport,Newport,115,2,
26463,Milford,Milford,115,2,
26464,Doswell,Doswell,115,2,
26465,Elliston,Elliston,115,2,
26466,Gore,Gore,115,2,
26467,Draper,Draper,115,2,
26468,Rocky Mount,Rocky Mount,115,2,
26469,Lanexa,Lanexa,115,2,
26470,Partlow,Partlow,115,2,
26471,Lynchburg,Lynchburg,115,2,
26472,Wake,Wake,115,2,
26473,Victoria,Victoria,115,2,
26474,Galax,Galax,115,2,
26475,Haynesville,Haynesville,115,2,
26476,Weber City,Weber City,115,2,
26477,Dewitt,Dewitt,115,2,
26478,Paeonian Springs,Paeonian Springs,115,2,
26479,Williamsburg,Williamsburg,115,2,
26480,Eggleston,Eggleston,115,2,
26481,Chester Gap,Chester Gap,115,2,
26482,Critz,Critz,115,2,
26483,Eastville,Eastville,115,2,
26484,Blacksburg,Blacksburg,115,2,
26485,Hustle,Hustle,115,2,
26486,Dillwyn,Dillwyn,115,2,
26487,Culpeper,Culpeper,115,2,
26488,Little Plymouth,Little Plymouth,115,2,
26489,Monroe,Monroe,115,2,
26490,Saltville,Saltville,115,2,
26491,Arrington,Arrington,115,2,
26492,Atlantic,Atlantic,115,2,
26493,Sharps,Sharps,115,2,
26494,Blackwater,Blackwater,115,2,
26495,Greenwood,Greenwood,115,2,
26496,Amelia Court House,Amelia Court House,115,2,
26497,Timberville,Timberville,115,2,
26498,New Kent,New Kent,115,2,
26499,Crozier,Crozier,115,2,
26500,Glen Allen,Glen Allen,115,2,
26501,Hiwassee,Hiwassee,115,2,
26502,Blackstone,Blackstone,115,2,
26503,Aroda,Aroda,115,2,
26504,Brookneal,Brookneal,115,2,
26505,Toano,Toano,115,2,
26506,Carrollton,Carrollton,115,2,
26507,Halifax,Halifax,115,2,
26508,Berryville,Berryville,115,2,
26509,Columbia,Columbia,115,2,
26510,Great Falls,Great Falls,115,2,
26511,Swoope,Swoope,115,2,
26512,Dryden,Dryden,115,2,
26513,Bacova,Bacova,115,2,
26514,Birchleaf,Birchleaf,115,2,
26515,Warfield,Warfield,115,2,
26516,Stevensburg,Stevensburg,115,2,
26517,Jetersville,Jetersville,115,2,
26518,Hacksneck,Hacksneck,115,2,
26519,Long Island,Long Island,115,2,
26520,Howardsville,Howardsville,115,2,
26521,Reva,Reva,115,2,
26522,Woodford,Woodford,115,2,
26523,Fort Gregg Adams,Fort Gregg Adams,115,2,
26524,Prospect,Prospect,115,2,
26525,Valentines,Valentines,115,2,
26526,Belspring,Belspring,115,2,
26527,Annandale,Annandale,115,2,
26528,Wallops Island,Wallops Island,115,2,
26529,Lancaster,Lancaster,115,2,
26530,Red House,Red House,115,2,
26531,Keokee,Keokee,115,2,
26532,Earlysville,Earlysville,115,2,
26533,Dumfries,Dumfries,115,2,
26534,Fredericksburg,Fredericksburg,115,2,
26535,Reston,Reston,115,2,
26536,Lorton,Lorton,115,2,
26537,Pilgrims Knob,Pilgrims Knob,115,2,
26538,Bedford,Bedford,115,2,
26539,Daleville,Daleville,115,2,
26540,Cloverdale,Cloverdale,115,2,
26541,Stephens City,Stephens City,115,2,
26542,Unionville,Unionville,115,2,
26543,Cardinal,Cardinal,115,2,
26544,Dundas,Dundas,115,2,
26545,Maurertown,Maurertown,115,2,
26546,Paris,Paris,115,2,
26547,Blue Ridge,Blue Ridge,115,2,
26548,Barhamsville,Barhamsville,115,2,
26549,Gloucester,Gloucester,115,2,
26550,Claudville,Claudville,115,2,
26551,Etlan,Etlan,115,2,
26552,Huddleston,Huddleston,115,2,
26553,Goldvein,Goldvein,115,2,
26554,Star Tannery,Star Tannery,115,2,
26555,Bremo Bluff,Bremo Bluff,115,2,
26556,Max Meadows,Max Meadows,115,2,
26557,Banco,Banco,115,2,
26558,Port Republic,Port Republic,115,2,
26559,Duffield,Duffield,115,2,
26560,Quicksburg,Quicksburg,115,2,
26561,Ceres,Ceres,115,2,
26562,Willis,Willis,115,2,
26563,Alexandria,Alexandria,115,2,
26564,Keswick,Keswick,115,2,
26565,Montvale,Montvale,115,2,
26566,Crewe,Crewe,115,2,
26567,Fairfield,Fairfield,115,2,
26568,Free Union,Free Union,115,2,
26569,Aldie,Aldie,115,2,
26570,Onemo,Onemo,115,2,
26571,Riner,Riner,115,2,
26572,Independence,Independence,115,2,
26573,Bohannon,Bohannon,115,2,
26574,Boykins,Boykins,115,2,
26575,Carrsville,Carrsville,115,2,
26576,Ruther Glen,Ruther Glen,115,2,
26577,Buffalo Junction,Buffalo Junction,115,2,
26578,Coeburn,Coeburn,115,2,
26579,Richlands,Richlands,115,2,
26580,Haymarket,Haymarket,115,2,
26581,Hinton,Hinton,115,2,
26582,Somerset,Somerset,115,2,
26583,Craigsville,Craigsville,115,2,
26584,Occoquan,Occoquan,115,2,
26585,Bluemont,Bluemont,115,2,
26586,Blue Grass,Blue Grass,115,2,
26587,Christiansburg,Christiansburg,115,2,
26588,Farmville,Farmville,115,2,
26589,Scottsburg,Scottsburg,115,2,
26590,Strasburg,Strasburg,115,2,
26591,Wise,Wise,115,2,
26592,Sterling,Sterling,115,2,
26593,Moseley,Moseley,115,2,
26594,Staunton,Staunton,115,2,
26595,Goshen,Goshen,115,2,
26596,Bent Mountain,Bent Mountain,115,2,
26597,Boydton,Boydton,115,2,
26598,Lyndhurst,Lyndhurst,115,2,
26599,Pembroke,Pembroke,115,2,
26600,Brodnax,Brodnax,115,2,
26601,Beaverdam,Beaverdam,115,2,
26602,Vansant,Vansant,115,2,
26603,Burgess,Burgess,115,2,
26604,Java,Java,115,2,
26605,Ashburn,Ashburn,115,2,
26606,Emory,Emory,115,2,
26607,South Hill,South Hill,115,2,
26608,Saluda,Saluda,115,2,
26609,Surry,Surry,115,2,
26610,Jamaica,Jamaica,115,2,
26611,Big Rock,Big Rock,115,2,
26612,Phenix,Phenix,115,2,
26613,Mount Sidney,Mount Sidney,115,2,
26614,Sandy Level,Sandy Level,115,2,
26615,North Tazewell,North Tazewell,115,2,
26616,Criders,Criders,115,2,
26617,Rice,Rice,115,2,
26618,Warrenton,Warrenton,115,2,
26619,Keeling,Keeling,115,2,
26620,Crimora,Crimora,115,2,
26621,Glade Spring,Glade Spring,115,2,
26622,Callao,Callao,115,2,
26623,Fort Myer,Fort Myer,115,2,
26624,Meadowview,Meadowview,115,2,
26625,Buena Vista,Buena Vista,115,2,
26626,Clifton Forge,Clifton Forge,115,2,
26627,Crockett,Crockett,115,2,
26628,Maidens,Maidens,115,2,
26629,Hurt,Hurt,115,2,
26630,Check,Check,115,2,
26631,Wylliesburg,Wylliesburg,115,2,
26632,Bowling Green,Bowling Green,115,2,
26633,Gasburg,Gasburg,115,2,
26634,Lebanon,Lebanon,115,2,
26635,Springfield,Springfield,115,2,
26636,Ruckersville,Ruckersville,115,2,
26637,Arvonia,Arvonia,115,2,
26638,West Augusta,West Augusta,115,2,
26639,Boones Mill,Boones Mill,115,2,
26640,Amissville,Amissville,115,2,
26641,Nellysford,Nellysford,115,2,
26642,Charles City,Charles City,115,2,
26643,Dante,Dante,115,2,
26644,Dublin,Dublin,115,2,
26645,Abingdon,Abingdon,115,2,
26646,Chester,Chester,115,2,
26647,Dendron,Dendron,115,2,
26648,Temperanceville,Temperanceville,115,2,
26649,Seaford,Seaford,115,2,
26650,Middleburg,Middleburg,115,2,
26651,Burr Hill,Burr Hill,115,2,
26652,Mascot,Mascot,115,2,
26653,Saxe,Saxe,115,2,
26654,Cedar Bluff,Cedar Bluff,115,2,
26655,Belle Haven,Belle Haven,115,2,
26656,Sandston,Sandston,115,2,
26657,Blairs,Blairs,115,2,
26658,Pearisburg,Pearisburg,115,2,
26659,Delaplane,Delaplane,115,2,
26660,North,North,115,2,
26661,Fancy Gap,Fancy Gap,115,2,
26662,Covesville,Covesville,115,2,
26663,Leesburg,Leesburg,115,2,
26664,Woodlawn,Woodlawn,115,2,
26665,Dry Fork,Dry Fork,115,2,
26666,Norwood,Norwood,115,2,
26667,Glasgow,Glasgow,115,2,
26668,Mendota,Mendota,115,2,
26669,Nelsonia,Nelsonia,115,2,
26670,Randolph,Randolph,115,2,
26671,Syria,Syria,115,2,
26672,Gloucester Point,Gloucester Point,115,2,
26673,Amonate,Amonate,115,2,
26674,Oilville,Oilville,115,2,
26675,Atkins,Atkins,115,2,
26676,Woodbridge,Woodbridge,115,2,
26677,Copper Hill,Copper Hill,115,2,
26678,Colonial Heights,Colonial Heights,115,2,
26679,Cape Charles,Cape Charles,115,2,
26680,Orange,Orange,115,2,
26681,White Plains,White Plains,115,2,
26682,Dinwiddie,Dinwiddie,115,2,
26683,New Hope,New Hope,115,2,
26684,Bishop,Bishop,115,2,
26685,Hardyville,Hardyville,115,2,
26686,Withams,Withams,115,2,
26687,Onley,Onley,115,2,
26688,Baskerville,Baskerville,115,2,
26689,Greenville,Greenville,115,2,
26690,Woolwine,Woolwine,115,2,
26691,Hamilton,Hamilton,115,2,
26692,Barren Springs,Barren Springs,115,2,
26693,Oak Hall,Oak Hall,115,2,
26694,Hartfield,Hartfield,115,2,
26695,Wilsons,Wilsons,115,2,
26696,Austinville,Austinville,115,2,
26697,Axton,Axton,115,2,
26698,Mount Crawford,Mount Crawford,115,2,
26699,Oakwood,Oakwood,115,2,
26700,Wachapreague,Wachapreague,115,2,
26701,Steeles Tavern,Steeles Tavern,115,2,
26702,Round Hill,Round Hill,115,2,
26703,Ford,Ford,115,2,
26704,Wirtz,Wirtz,115,2,
26705,Mount Solon,Mount Solon,115,2,
26706,Linville,Linville,115,2,
26707,Yale,Yale,115,2,
26708,New Castle,New Castle,115,2,
26709,Hudgins,Hudgins,115,2,
26710,Bracey,Bracey,115,2,
26711,Fort Belvoir,Fort Belvoir,115,2,
26712,Big Stone Gap,Big Stone Gap,115,2,
26713,Linden,Linden,115,2,
26714,Bassett,Bassett,115,2,
26715,Crozet,Crozet,115,2,
26716,Lovettsville,Lovettsville,115,2,
26717,South Boston,South Boston,115,2,
26718,Staffordsville,Staffordsville,115,2,
26719,Disputanta,Disputanta,115,2,
26720,Brandy Station,Brandy Station,115,2,
26721,Parrott,Parrott,115,2,
26722,Coleman Falls,Coleman Falls,115,2,
26723,King William,King William,115,2,
26724,Moneta,Moneta,115,2,
26725,Markham,Markham,115,2,
26726,Fairfax Station,Fairfax Station,115,2,
26727,Altavista,Altavista,115,2,
26728,Diggs,Diggs,115,2,
26729,Dolphin,Dolphin,115,2,
26730,Bentonville,Bentonville,115,2,
26731,Boston,Boston,115,2,
26732,Burke,Burke,115,2,
26733,Champlain,Champlain,115,2,
26734,Locust Grove,Locust Grove,115,2,
26735,Montpelier Station,Montpelier Station,115,2,
26736,Mineral,Mineral,115,2,
26737,Pilot,Pilot,115,2,
26738,Stanardsville,Stanardsville,115,2,
26739,Nottoway,Nottoway,115,2,
26740,Gordonsville,Gordonsville,115,2,
26741,Bristol,Bristol,115,2,
26742,Breaks,Breaks,115,2,
26743,Painter,Painter,115,2,
26744,Rural Retreat,Rural Retreat,115,2,
26745,Speedwell,Speedwell,115,2,
26746,Danville,Danville,115,2,
26747,Jewell Ridge,Jewell Ridge,115,2,
26748,Newport News,Newport News,115,2,
26749,Harrisonburg,Harrisonburg,115,2,
26750,Orkney Springs,Orkney Springs,115,2,
26751,Pocahontas,Pocahontas,115,2,
26752,Piney River,Piney River,115,2,
26753,Raphine,Raphine,115,2,
26754,Ruthville,Ruthville,115,2,
26755,Cullen,Cullen,115,2,
26756,Bealeton,Bealeton,115,2,
26757,Suffolk,Suffolk,115,2,
26758,Fort Monroe,Fort Monroe,115,2,
26759,Salem,Salem,115,2,
26760,Tannersville,Tannersville,115,2,
26761,Sperryville,Sperryville,115,2,
26762,Beverly,Beverly,116,2,
26763,Waverly,Waverly,116,2,
26764,Tekoa,Tekoa,116,2,
26765,Ephrata,Ephrata,116,2,
26766,Leavenworth,Leavenworth,116,2,
26767,Mansfield,Mansfield,116,2,
26768,Hunters,Hunters,116,2,
26769,Oysterville,Oysterville,116,2,
26770,Gold Bar,Gold Bar,116,2,
26771,Ardenvoir,Ardenvoir,116,2,
26772,La Conner,La Conner,116,2,
26773,Forks,Forks,116,2,
26774,Benge,Benge,116,2,
26775,Custer,Custer,116,2,
26776,Malaga,Malaga,116,2,
26777,Deer Park,Deer Park,116,2,
26778,Lilliwaup,Lilliwaup,116,2,
26779,Tahuya,Tahuya,116,2,
26780,Carnation,Carnation,116,2,
26781,Pullman,Pullman,116,2,
26782,Winlock,Winlock,116,2,
26783,Yacolt,Yacolt,116,2,
26784,Coupeville,Coupeville,116,2,
26785,Medina,Medina,116,2,
26786,South Prairie,South Prairie,116,2,
26787,Steilacoom,Steilacoom,116,2,
26788,Albion,Albion,116,2,
26789,Pomeroy,Pomeroy,116,2,
26790,Keller,Keller,116,2,
26791,Wallula,Wallula,116,2,
26792,Hooper,Hooper,116,2,
26793,Mattawa,Mattawa,116,2,
26794,Republic,Republic,116,2,
26795,Spokane,Spokane,116,2,
26796,Nine Mile Falls,Nine Mile Falls,116,2,
26797,Gifford,Gifford,116,2,
26798,Manson,Manson,116,2,
26799,Outlook,Outlook,116,2,
26800,Eastsound,Eastsound,116,2,
26801,Longbranch,Longbranch,116,2,
26802,Richland,Richland,116,2,
26803,Asotin,Asotin,116,2,
26804,Harrington,Harrington,116,2,
26805,Kenmore,Kenmore,116,2,
26806,Acme,Acme,116,2,
26807,Latah,Latah,116,2,
26808,Fruitland,Fruitland,116,2,
26809,Wenatchee,Wenatchee,116,2,
26810,Marcus,Marcus,116,2,
26811,Selah,Selah,116,2,
26812,Ridgefield,Ridgefield,116,2,
26813,Carrolls,Carrolls,116,2,
26814,Bothell,Bothell,116,2,
26815,Mount Vernon,Mount Vernon,116,2,
26816,Nespelem,Nespelem,116,2,
26817,Garfield,Garfield,116,2,
26818,Washougal,Washougal,116,2,
26819,Humptulips,Humptulips,116,2,
26820,Cosmopolis,Cosmopolis,116,2,
26821,Trout Lake,Trout Lake,116,2,
26822,Kahlotus,Kahlotus,116,2,
26823,Indianola,Indianola,116,2,
26824,Cashmere,Cashmere,116,2,
26825,Washtucna,Washtucna,116,2,
26826,Mica,Mica,116,2,
26827,Cougar,Cougar,116,2,
26828,Malott,Malott,116,2,
26829,Addy,Addy,116,2,
26830,Skamokawa,Skamokawa,116,2,
26831,Moclips,Moclips,116,2,
26832,Conconully,Conconully,116,2,
26833,Coulee City,Coulee City,116,2,
26834,Ilwaco,Ilwaco,116,2,
26835,Mohler,Mohler,116,2,
26836,Hoquiam,Hoquiam,116,2,
26837,Allyn,Allyn,116,2,
26838,Port Ludlow,Port Ludlow,116,2,
26839,Toledo,Toledo,116,2,
26840,Reardan,Reardan,116,2,
26841,Quinault,Quinault,116,2,
26842,Usk,Usk,116,2,
26843,Toppenish,Toppenish,116,2,
26844,Chimacum,Chimacum,116,2,
26845,Vancouver,Vancouver,116,2,
26846,White Salmon,White Salmon,116,2,
26847,Wahkiacus,Wahkiacus,116,2,
26848,Sequim,Sequim,116,2,
26849,Port Orchard,Port Orchard,116,2,
26850,Mossyrock,Mossyrock,116,2,
26851,Colfax,Colfax,116,2,
26852,Doty,Doty,116,2,
26853,Amboy,Amboy,116,2,
26854,Vader,Vader,116,2,
26855,Naches,Naches,116,2,
26856,Toutle,Toutle,116,2,
26857,Lynnwood,Lynnwood,116,2,
26858,Rockport,Rockport,116,2,
26859,Redmond,Redmond,116,2,
26860,Issaquah,Issaquah,116,2,
26861,Black Diamond,Black Diamond,116,2,
26862,Valley,Valley,116,2,
26863,Valleyford,Valleyford,116,2,
26864,Blaine,Blaine,116,2,
26865,Neah Bay,Neah Bay,116,2,
26866,Quincy,Quincy,116,2,
26867,Edwall,Edwall,116,2,
26868,Rochester,Rochester,116,2,
26869,East Wenatchee,East Wenatchee,116,2,
26870,Wilbur,Wilbur,116,2,
26871,Neilton,Neilton,116,2,
26872,Appleton,Appleton,116,2,
26873,Elbe,Elbe,116,2,
26874,Castle Rock,Castle Rock,116,2,
26875,Bickleton,Bickleton,116,2,
26876,Prescott,Prescott,116,2,
26877,Conway,Conway,116,2,
26878,Arlington,Arlington,116,2,
26879,Stratford,Stratford,116,2,
26880,Silverdale,Silverdale,116,2,
26881,Dayton,Dayton,116,2,
26882,Clallam Bay,Clallam Bay,116,2,
26883,Malo,Malo,116,2,
26884,Waitsburg,Waitsburg,116,2,
26885,Lacrosse,Lacrosse,116,2,
26886,Entiat,Entiat,116,2,
26887,Rainier,Rainier,116,2,
26888,Chelan Falls,Chelan Falls,116,2,
26889,Sumas,Sumas,116,2,
26890,Wauconda,Wauconda,116,2,
26891,Lyle,Lyle,116,2,
26892,Shelton,Shelton,116,2,
26893,Clarkston,Clarkston,116,2,
26894,Mcchord Afb,Mcchord Afb,116,2,
26895,Mercer Island,Mercer Island,116,2,
26896,Manchester,Manchester,116,2,
26897,Paterson,Paterson,116,2,
26898,Longview,Longview,116,2,
26899,Roosevelt,Roosevelt,116,2,
26900,Bucoda,Bucoda,116,2,
26901,Mazama,Mazama,116,2,
26902,Davenport,Davenport,116,2,
26903,Onalaska,Onalaska,116,2,
26904,Oakesdale,Oakesdale,116,2,
26905,Keyport,Keyport,116,2,
26906,Lakebay,Lakebay,116,2,
26907,Enumclaw,Enumclaw,116,2,
26908,Hobart,Hobart,116,2,
26909,Mckenna,Mckenna,116,2,
26910,South Cle Elum,South Cle Elum,116,2,
26911,Eltopia,Eltopia,116,2,
26912,Lamona,Lamona,116,2,
26913,Union,Union,116,2,
26914,George,George,116,2,
26915,Klickitat,Klickitat,116,2,
26916,Raymond,Raymond,116,2,
26917,Wilkeson,Wilkeson,116,2,
26918,Airway Heights,Airway Heights,116,2,
26919,Roy,Roy,116,2,
26920,Yakima,Yakima,116,2,
26921,Elk,Elk,116,2,
26922,Seattle,Seattle,116,2,
26923,Sumner,Sumner,116,2,
26924,Winthrop,Winthrop,116,2,
26925,Granger,Granger,116,2,
26926,Buena,Buena,116,2,
26927,Marlin,Marlin,116,2,
26928,Royal City,Royal City,116,2,
26929,Cathlamet,Cathlamet,116,2,
26930,Napavine,Napavine,116,2,
26931,Brush Prairie,Brush Prairie,116,2,
26932,Sunnyside,Sunnyside,116,2,
26933,Cowiche,Cowiche,116,2,
26934,Glenoma,Glenoma,116,2,
26935,Langley,Langley,116,2,
26936,Warden,Warden,116,2,
26937,Graham,Graham,116,2,
26938,Riverside,Riverside,116,2,
26939,Medical Lake,Medical Lake,116,2,
26940,Kirkland,Kirkland,116,2,
26941,Burlington,Burlington,116,2,
26942,Starbuck,Starbuck,116,2,
26943,Ione,Ione,116,2,
26944,Darrington,Darrington,116,2,
26945,Kittitas,Kittitas,116,2,
26946,Poulsbo,Poulsbo,116,2,
26947,Ferndale,Ferndale,116,2,
26948,Marshall,Marshall,116,2,
26949,Lopez Island,Lopez Island,116,2,
26950,Bellevue,Bellevue,116,2,
26951,Ritzville,Ritzville,116,2,
26952,Hansville,Hansville,116,2,
26953,Almira,Almira,116,2,
26954,Grand Coulee,Grand Coulee,116,2,
26955,Blakely Island,Blakely Island,116,2,
26956,Mead,Mead,116,2,
26957,Odessa,Odessa,116,2,
26958,Chattaroy,Chattaroy,116,2,
26959,Connell,Connell,116,2,
26960,Mountlake Terrace,Mountlake Terrace,116,2,
26961,Grapeview,Grapeview,116,2,
26962,Concrete,Concrete,116,2,
26963,Metaline Falls,Metaline Falls,116,2,
26964,Thorp,Thorp,116,2,
26965,Husum,Husum,116,2,
26966,Chinook,Chinook,116,2,
26967,Greenacres,Greenacres,116,2,
26968,Grays River,Grays River,116,2,
26969,Seabeck,Seabeck,116,2,
26970,Elmer City,Elmer City,116,2,
26971,Granite Falls,Granite Falls,116,2,
26972,Waldron,Waldron,116,2,
26973,Silver Creek,Silver Creek,116,2,
26974,Tonasket,Tonasket,116,2,
26975,Orcas,Orcas,116,2,
26976,Omak,Omak,116,2,
26977,Carson,Carson,116,2,
26978,Fox Island,Fox Island,116,2,
26979,Orient,Orient,116,2,
26980,Spanaway,Spanaway,116,2,
26981,Hay,Hay,116,2,
26982,La Push,La Push,116,2,
26983,Bridgeport,Bridgeport,116,2,
26984,South Bend,South Bend,116,2,
26985,Othello,Othello,116,2,
26986,Oak Harbor,Oak Harbor,116,2,
26987,Copalis Beach,Copalis Beach,116,2,
26988,North Bonneville,North Bonneville,116,2,
26989,Veradale,Veradale,116,2,
26990,Renton,Renton,116,2,
26991,Kingston,Kingston,116,2,
26992,Prosser,Prosser,116,2,
26993,Lyman,Lyman,116,2,
26994,Inchelium,Inchelium,116,2,
26995,Kelso,Kelso,116,2,
26996,Rockford,Rockford,116,2,
26997,Long Beach,Long Beach,116,2,
26998,Sammamish,Sammamish,116,2,
26999,Belfair,Belfair,116,2,
27000,Curtis,Curtis,116,2,
27001,Gig Harbor,Gig Harbor,116,2,
27002,Morton,Morton,116,2,
27003,Zillah,Zillah,116,2,
27004,Mesa,Mesa,116,2,
27005,Auburn,Auburn,116,2,
27006,Port Townsend,Port Townsend,116,2,
27007,Rosalia,Rosalia,116,2,
27008,Lakewood,Lakewood,116,2,
27009,Nooksack,Nooksack,116,2,
27010,Walla Walla,Walla Walla,116,2,
27011,Chelan,Chelan,116,2,
27012,Evans,Evans,116,2,
