code,name_vi,name_en,country,province,zip_code
78176,Albany,Albany,2,95,13465
78177,Albany,Albany,2,95,13466
78178,Albany,Albany,2,95,13467
78179,Albany,Albany,2,95,13468
78180,Albany,Albany,2,95,13469
78181,Albany,Albany,2,95,13470
78182,Albany,Albany,2,95,13471
78183,Albany,Albany,2,95,13472
78184,Albany,Albany,2,95,13473
78185,Albany,Albany,2,95,13474
78186,Albany,Albany,2,95,13475
78187,Albany,Albany,2,95,13476
78188,Albany,Albany,2,95,13477
78189,Albany,Albany,2,95,13478
78190,Albany,Albany,2,95,13479
78191,Albany,Albany,2,95,13480
78192,Albany,Albany,2,95,13481
78193,Albany,Albany,2,95,13482
78194,Albany,Albany,2,95,13483
78195,Albany,Albany,2,95,13484
78196,Albany,Albany,2,95,13485
78197,Albany,Albany,2,95,13486
78198,Albany,Albany,2,95,13487
78199,Albany,Albany,2,95,13488
78200,Albany,Albany,2,95,13489
78201,Albany,Albany,2,95,13490
78202,Albany,Albany,2,95,13491
78203,Albany,Albany,2,95,13492
78204,Albany,Albany,2,95,13493
78205,Albany,Albany,2,95,13494
78206,Albany,Albany,2,95,13495
78207,Albany,Albany,2,95,13496
78208,Albany,Albany,2,95,13497
78209,Albany,Albany,2,95,13498
78210,Albany,Albany,2,95,13499
78211,Albany,Albany,2,95,13500
78212,Albany,Albany,2,95,13501
78213,Albany,Albany,2,95,13502
78214,Albany,Albany,2,95,13503
78215,Albany,Albany,2,95,13504
78216,Albany,Albany,2,95,13505
78217,Albany,Albany,2,95,13506
78218,Albany,Albany,2,95,13507
78219,Albany,Albany,2,95,13508
78220,Albany,Albany,2,95,13509
78221,Albany,Albany,2,95,13510
78222,Albany,Albany,2,95,13511
78223,Albany,Albany,2,95,13512
78224,Albany,Albany,2,95,13513
78225,Albany,Albany,2,95,13514
78226,Albany,Albany,2,95,13515
78227,Albany,Albany,2,95,13516
78228,Albany,Albany,2,95,13517
78229,Albany,Albany,2,95,13518
78230,Albany,Albany,2,95,13519
78231,Albany,Albany,2,95,13520
78232,Albany,Albany,2,95,13521
78233,Albany,Albany,2,95,13522
78234,Albany,Albany,2,95,13523
78235,Albany,Albany,2,95,13524
78236,Albany,Albany,2,95,13525
78237,Albany,Albany,2,95,13526
78238,Albany,Albany,2,95,13527
78239,Albany,Albany,2,95,13528
78240,Albany,Albany,2,95,13529
78241,Albany,Albany,2,95,13530
78242,Albany,Albany,2,95,13531
78243,Albany,Albany,2,95,13532
78244,Albany,Albany,2,95,13533
78245,Albany,Albany,2,95,13534
78246,Albany,Albany,2,95,13535
78247,Albany,Albany,2,95,13536
78248,Albany,Albany,2,95,13537
78249,Albany,Albany,2,95,13538
78250,Albany,Albany,2,95,13539
78251,Albany,Albany,2,95,13540
78252,Albany,Albany,2,95,13541
78253,Albany,Albany,2,95,13542
78254,Albany,Albany,2,95,13543
78255,Albany,Albany,2,95,13544
78256,Albany,Albany,2,95,13545
78257,Albany,Albany,2,95,13546
78258,Albany,Albany,2,95,13547
78259,Albany,Albany,2,95,13548
78260,Albany,Albany,2,95,13549
78261,Albany,Albany,2,95,13550
78262,Albany,Albany,2,95,13551
78263,Albany,Albany,2,95,13552
78264,Albany,Albany,2,95,13553
78265,Albany,Albany,2,95,13554
78266,Albany,Albany,2,95,13555
78267,Albany,Albany,2,95,13556
78268,Albany,Albany,2,95,13557
78269,Albany,Albany,2,95,13558
78270,Albany,Albany,2,95,13559
78271,Albany,Albany,2,95,13560
78272,Albany,Albany,2,95,13561
78273,Albany,Albany,2,95,13562
78274,Albany,Albany,2,95,13563
78275,Albany,Albany,2,95,13564
78276,Albany,Albany,2,95,13565
78277,Albany,Albany,2,95,13566
78278,Albany,Albany,2,95,13567
78279,Albany,Albany,2,95,13568
78280,Albany,Albany,2,95,13569
78281,Albany,Albany,2,95,13570
78282,Albany,Albany,2,95,13571
78283,Albany,Albany,2,95,13572
78284,Albany,Albany,2,95,13573
78285,Albany,Albany,2,95,13574
78286,Albany,Albany,2,95,13575
78287,Albany,Albany,2,95,13576
78288,Albany,Albany,2,95,13577
78289,Albany,Albany,2,95,13578
78290,Albany,Albany,2,95,13579
78291,Albany,Albany,2,95,13580
78292,Albany,Albany,2,95,13581
78293,Albany,Albany,2,95,13582
78294,Albany,Albany,2,95,13583
78295,Albany,Albany,2,95,13584
78296,Albany,Albany,2,95,13585
78297,Albany,Albany,2,95,13586
78298,Albany,Albany,2,95,13587
78299,Albany,Albany,2,95,13588
78300,Albany,Albany,2,95,13589
78301,Albany,Albany,2,95,13590
78302,Albany,Albany,2,95,13591
78303,Albany,Albany,2,95,13592
78304,Albany,Albany,2,95,13593
78305,Albany,Albany,2,95,13594
78306,Albany,Albany,2,95,13595
78307,Albany,Albany,2,95,13596
78308,Albany,Albany,2,95,13597
78309,Albany,Albany,2,95,13598
78310,Albany,Albany,2,95,13599
78311,Albany,Albany,2,95,13600
78312,Albany,Albany,2,95,13601
78313,Albany,Albany,2,95,13602
78314,Albany,Albany,2,95,13603
78315,Albany,Albany,2,95,13604
78316,Albany,Albany,2,95,13605
78317,Albany,Albany,2,95,13606
78318,Albany,Albany,2,95,13607
78319,Albany,Albany,2,95,13608
78320,Albany,Albany,2,95,13609
78321,Albany,Albany,2,95,13610
78322,Albany,Albany,2,95,13611
78323,Albany,Albany,2,95,13612
78324,Albany,Albany,2,95,13613
78325,Albany,Albany,2,95,13614
78326,Albany,Albany,2,95,13615
78327,Albany,Albany,2,95,13616
78328,Albany,Albany,2,95,13617
78329,Albany,Albany,2,95,13618
78330,Albany,Albany,2,95,13619
78331,Albany,Albany,2,95,13620
78332,Albany,Albany,2,95,13621
78333,Albany,Albany,2,95,13622
78334,Albany,Albany,2,95,13623
78335,Albany,Albany,2,95,13624
78336,Albany,Albany,2,95,13625
78337,Albany,Albany,2,95,13626
78338,Albany,Albany,2,95,13627
78339,Albany,Albany,2,95,13628
78340,Albany,Albany,2,95,13629
78341,Albany,Albany,2,95,13630
78342,Albany,Albany,2,95,13631
78343,Albany,Albany,2,95,13632
78344,Albany,Albany,2,95,13633
78345,Albany,Albany,2,95,13634
78346,Albany,Albany,2,95,13635
78347,Albany,Albany,2,95,13636
78348,Albany,Albany,2,95,13637
78349,Albany,Albany,2,95,13638
78350,Albany,Albany,2,95,13639
78351,Albany,Albany,2,95,13640
78352,Albany,Albany,2,95,13641
78353,Albany,Albany,2,95,13642
78354,Albany,Albany,2,95,13643
78355,Albany,Albany,2,95,13644
78356,Albany,Albany,2,95,13645
78357,Albany,Albany,2,95,13646
78358,Albany,Albany,2,95,13647
78359,Albany,Albany,2,95,13648
78360,Albany,Albany,2,95,13649
78361,Albany,Albany,2,95,13650
78362,Albany,Albany,2,95,13651
78363,Albany,Albany,2,95,13652
78364,Albany,Albany,2,95,13653
78365,Albany,Albany,2,95,13654
78366,Albany,Albany,2,95,13655
78367,Albany,Albany,2,95,13656
78368,Albany,Albany,2,95,13657
78369,Albany,Albany,2,95,13658
78370,Albany,Albany,2,95,13659
78371,Albany,Albany,2,95,13660
78372,Albany,Albany,2,95,13661
78373,Albany,Albany,2,95,13662
78374,Albany,Albany,2,95,13663
78375,Albany,Albany,2,95,13664
78376,Albany,Albany,2,95,13665
78377,Albany,Albany,2,95,13666
78378,Albany,Albany,2,95,13667
78379,Albany,Albany,2,95,13668
78380,Albany,Albany,2,95,13669
78381,Albany,Albany,2,95,13670
78382,Albany,Albany,2,95,13671
78383,Albany,Albany,2,95,13672
78384,Albany,Albany,2,95,13673
78385,Albany,Albany,2,95,13674
78386,Albany,Albany,2,95,13675
78387,Albany,Albany,2,95,13676
78388,Albany,Albany,2,95,13677
78389,Albany,Albany,2,95,13678
78390,Albany,Albany,2,95,13679
78391,Albany,Albany,2,95,13680
78392,Albany,Albany,2,95,13681
78393,Albany,Albany,2,95,13682
78394,Albany,Albany,2,95,13683
78395,Albany,Albany,2,95,13684
78396,Albany,Albany,2,95,13685
78397,Albany,Albany,2,95,13686
78398,Albany,Albany,2,95,13687
78399,Albany,Albany,2,95,13688
78400,Albany,Albany,2,95,13689
78401,Albany,Albany,2,95,13690
78402,Albany,Albany,2,95,13691
78403,Albany,Albany,2,95,13692
78404,Albany,Albany,2,95,13693
78405,Albany,Albany,2,95,13694
78406,Albany,Albany,2,95,13695
78407,Albany,Albany,2,95,13696
78408,Albany,Albany,2,95,13697
78409,Albany,Albany,2,95,13698
78410,Albany,Albany,2,95,13699
78411,Albany,Albany,2,95,13700
78412,Albany,Albany,2,95,13701
78413,Albany,Albany,2,95,13702
78414,Albany,Albany,2,95,13703
78415,Albany,Albany,2,95,13704
78416,Albany,Albany,2,95,13705
78417,Albany,Albany,2,95,13706
78418,Albany,Albany,2,95,13707
78419,Albany,Albany,2,95,13708
78420,Albany,Albany,2,95,13709
78421,Albany,Albany,2,95,13710
78422,Albany,Albany,2,95,13711
78423,Albany,Albany,2,95,13712
78424,Albany,Albany,2,95,13713
78425,Albany,Albany,2,95,13714
78426,Albany,Albany,2,95,13715
78427,Albany,Albany,2,95,13716
78428,Albany,Albany,2,95,13717
78429,Albany,Albany,2,95,13718
78430,Albany,Albany,2,95,13719
78431,Albany,Albany,2,95,13720
78432,Albany,Albany,2,95,13721
78433,Albany,Albany,2,95,13722
78434,Albany,Albany,2,95,13723
78435,Albany,Albany,2,95,13724
78436,Albany,Albany,2,95,13725
78437,Albany,Albany,2,95,13726
78438,Albany,Albany,2,95,13727
78439,Albany,Albany,2,95,13728
78440,Albany,Albany,2,95,13729
78441,Albany,Albany,2,95,13730
78442,Albany,Albany,2,95,13731
78443,Albany,Albany,2,95,13732
78444,Albany,Albany,2,95,13733
78445,Albany,Albany,2,95,13734
78446,Albany,Albany,2,95,13735
78447,Albany,Albany,2,95,13736
78448,Albany,Albany,2,95,13737
78449,Albany,Albany,2,95,13738
78450,Albany,Albany,2,95,13739
78451,Albany,Albany,2,95,13740
78452,Albany,Albany,2,95,13741
78453,Albany,Albany,2,95,13742
78454,Albany,Albany,2,95,13743
78455,Albany,Albany,2,95,13744
78456,Albany,Albany,2,95,13745
78457,Albany,Albany,2,95,13746
78458,Albany,Albany,2,95,13747
78459,Albany,Albany,2,95,13748
78460,Albany,Albany,2,95,13749
78461,Albany,Albany,2,95,13750
78462,Albany,Albany,2,95,13751
78463,Albany,Albany,2,95,13752
78464,Albany,Albany,2,95,13753
78465,Albany,Albany,2,95,13754
78466,Albany,Albany,2,95,13755
78467,Albany,Albany,2,95,13756
78468,Albany,Albany,2,95,13757
78469,Albany,Albany,2,95,13758
78470,Albany,Albany,2,95,13759
78471,Albany,Albany,2,95,13760
78472,Albany,Albany,2,95,13761
78473,Albany,Albany,2,95,13762
78474,Albany,Albany,2,95,13763
78475,Albany,Albany,2,95,13764
78476,Albany,Albany,2,95,13765
78477,Albany,Albany,2,95,13766
78478,Albany,Albany,2,95,13767
78479,Albany,Albany,2,95,13768
78480,Albany,Albany,2,95,13769
78481,Albany,Albany,2,95,13770
78482,Albany,Albany,2,95,13771
78483,Albany,Albany,2,95,13772
78484,Albany,Albany,2,95,13773
78485,Albany,Albany,2,95,13774
78486,Albany,Albany,2,95,13775
78487,Albany,Albany,2,95,13776
78488,Albany,Albany,2,95,13777
78489,Albany,Albany,2,95,13778
78490,Albany,Albany,2,95,13779
78491,Albany,Albany,2,95,13780
78492,Albany,Albany,2,95,13781
78493,Albany,Albany,2,95,13782
78494,Albany,Albany,2,95,13783
78495,Albany,Albany,2,95,13784
78496,Albany,Albany,2,95,13785
78497,Albany,Albany,2,95,13786
78498,Albany,Albany,2,95,13787
78499,Albany,Albany,2,95,13788
78500,Albany,Albany,2,95,13789
78501,Albany,Albany,2,95,13790
78502,Albany,Albany,2,95,13791
78503,Albany,Albany,2,95,13792
78504,Albany,Albany,2,95,13793
78505,Albany,Albany,2,95,13794
78506,Albany,Albany,2,95,13795
78507,Albany,Albany,2,95,13796
78508,Albany,Albany,2,95,13797
78509,Albany,Albany,2,95,13798
78510,Albany,Albany,2,95,13799
78511,Albany,Albany,2,95,13800
78512,Albany,Albany,2,95,13801
78513,Albany,Albany,2,95,13802
78514,Albany,Albany,2,95,13803
78515,Albany,Albany,2,95,13804
78516,Albany,Albany,2,95,13805
78517,Albany,Albany,2,95,13806
78518,Albany,Albany,2,95,13807
78519,Albany,Albany,2,95,13808
78520,Albany,Albany,2,95,13809
78521,Albany,Albany,2,95,13810
78522,Albany,Albany,2,95,13811
78523,Albany,Albany,2,95,13812
78524,Albany,Albany,2,95,13813
78525,Albany,Albany,2,95,13814
78526,Albany,Albany,2,95,13815
78527,Albany,Albany,2,95,13816
78528,Albany,Albany,2,95,13817
78529,Albany,Albany,2,95,13818
78530,Albany,Albany,2,95,13819
78531,Albany,Albany,2,95,13820
78532,Albany,Albany,2,95,13821
78533,Albany,Albany,2,95,13822
78534,Albany,Albany,2,95,13823
78535,Albany,Albany,2,95,13824
78536,Albany,Albany,2,95,13825
78537,Albany,Albany,2,95,13826
78538,Albany,Albany,2,95,13827
78539,Albany,Albany,2,95,13828
78540,Albany,Albany,2,95,13829
78541,Albany,Albany,2,95,13830
78542,Albany,Albany,2,95,13831
78543,Albany,Albany,2,95,13832
78544,Albany,Albany,2,95,13833
78545,Albany,Albany,2,95,13834
78546,Albany,Albany,2,95,13835
78547,Albany,Albany,2,95,13836
78548,Albany,Albany,2,95,13837
78549,Albany,Albany,2,95,13838
78550,Albany,Albany,2,95,13839
78551,Albany,Albany,2,95,13840
78552,Albany,Albany,2,95,13841
78553,Albany,Albany,2,95,13842
78554,Albany,Albany,2,95,13843
78555,Albany,Albany,2,95,13844
78556,Albany,Albany,2,95,13845
78557,Albany,Albany,2,95,13846
78558,Albany,Albany,2,95,13847
78559,Albany,Albany,2,95,13848
78560,Albany,Albany,2,95,13849
78561,Albany,Albany,2,95,13850
78562,Albany,Albany,2,95,13851
78563,Albany,Albany,2,95,13852
78564,Albany,Albany,2,95,13853
78565,Albany,Albany,2,95,13854
78566,Albany,Albany,2,95,13855
78567,Albany,Albany,2,95,13856
78568,Albany,Albany,2,95,13857
78569,Albany,Albany,2,95,13858
78570,Albany,Albany,2,95,13859
78571,Albany,Albany,2,95,13860
78572,Albany,Albany,2,95,13861
78573,Albany,Albany,2,95,13862
78574,Albany,Albany,2,95,13863
78575,Albany,Albany,2,95,13864
78576,Albany,Albany,2,95,13865
78577,Albany,Albany,2,95,13866
78578,Albany,Albany,2,95,13867
78579,Albany,Albany,2,95,13868
78580,Albany,Albany,2,95,13869
78581,Albany,Albany,2,95,13870
78582,Albany,Albany,2,95,13871
78583,Albany,Albany,2,95,13872
78584,Albany,Albany,2,95,13873
78585,Albany,Albany,2,95,13874
78586,Albany,Albany,2,95,13875
78587,Albany,Albany,2,95,13876
78588,Albany,Albany,2,95,13877
78589,Albany,Albany,2,95,13878
78590,Albany,Albany,2,95,13879
78591,Albany,Albany,2,95,13880
78592,Albany,Albany,2,95,13881
78593,Albany,Albany,2,95,13882
78594,Albany,Albany,2,95,13883
78595,Albany,Albany,2,95,13884
78596,Albany,Albany,2,95,13885
78597,Albany,Albany,2,95,13886
78598,Albany,Albany,2,95,13887
78599,Albany,Albany,2,95,13888
78600,Albany,Albany,2,95,13889
78601,Albany,Albany,2,95,13890
78602,Albany,Albany,2,95,13891
78603,Albany,Albany,2,95,13892
78604,Albany,Albany,2,95,13893
78605,Albany,Albany,2,95,13894
78606,Albany,Albany,2,95,13895
78607,Albany,Albany,2,95,13896
78608,Albany,Albany,2,95,13897
78609,Albany,Albany,2,95,13898
78610,Albany,Albany,2,95,13899
78611,Albany,Albany,2,95,13900
78612,Albany,Albany,2,95,13901
78613,Albany,Albany,2,95,13902
78614,Albany,Albany,2,95,13903
78615,Albany,Albany,2,95,13904
78616,Albany,Albany,2,95,13905
78617,Albany,Albany,2,95,13906
78618,Albany,Albany,2,95,13907
78619,Albany,Albany,2,95,13908
78620,Albany,Albany,2,95,13909
78621,Albany,Albany,2,95,13910
78622,Albany,Albany,2,95,13911
78623,Albany,Albany,2,95,13912
78624,Albany,Albany,2,95,13913
78625,Albany,Albany,2,95,13914
78626,Albany,Albany,2,95,13915
78627,Albany,Albany,2,95,13916
78628,Albany,Albany,2,95,13917
78629,Albany,Albany,2,95,13918
78630,Albany,Albany,2,95,13919
78631,Albany,Albany,2,95,13920
78632,Albany,Albany,2,95,13921
78633,Albany,Albany,2,95,13922
78634,Albany,Albany,2,95,13923
78635,Albany,Albany,2,95,13924
78636,Albany,Albany,2,95,13925
78637,Albany,Albany,2,95,13926
78638,Albany,Albany,2,95,13927
78639,Albany,Albany,2,95,13928
78640,Albany,Albany,2,95,13929
78641,Albany,Albany,2,95,13930
78642,Albany,Albany,2,95,13931
78643,Albany,Albany,2,95,13932
78644,Albany,Albany,2,95,13933
78645,Albany,Albany,2,95,13934
78646,Albany,Albany,2,95,13935
78647,Albany,Albany,2,95,13936
78648,Albany,Albany,2,95,13937
78649,Albany,Albany,2,95,13938
78650,Albany,Albany,2,95,13939
78651,Albany,Albany,2,95,13940
78652,Albany,Albany,2,95,13941
78653,Albany,Albany,2,95,13942
78654,Albany,Albany,2,95,13943
78655,Albany,Albany,2,95,13944
78656,Albany,Albany,2,95,13945
78657,Albany,Albany,2,95,13946
78658,Albany,Albany,2,95,13947
78659,Albany,Albany,2,95,13948
78660,Albany,Albany,2,95,13949
78661,Albany,Albany,2,95,13950
78662,Albany,Albany,2,95,13951
78663,Albany,Albany,2,95,13952
78664,Albany,Albany,2,95,13953
78665,Albany,Albany,2,95,13954
78666,Albany,Albany,2,95,13955
78667,Albany,Albany,2,95,13956
78668,Albany,Albany,2,95,13957
78669,Albany,Albany,2,95,13958
78670,Albany,Albany,2,95,13959
78671,Albany,Albany,2,95,13960
78672,Albany,Albany,2,95,13961
78673,Albany,Albany,2,95,13962
78674,Albany,Albany,2,95,13963
78675,Albany,Albany,2,95,13964
78676,Albany,Albany,2,95,13965
78677,Albany,Albany,2,95,13966
78678,Albany,Albany,2,95,13967
78679,Albany,Albany,2,95,13968
78680,Albany,Albany,2,95,13969
78681,Albany,Albany,2,95,13970
78682,Albany,Albany,2,95,13971
78683,Albany,Albany,2,95,13972
78684,Albany,Albany,2,95,13973
78685,Albany,Albany,2,95,13974
78686,Albany,Albany,2,95,13975
78687,Albany,Albany,2,95,13976
78688,Albany,Albany,2,95,13977
78689,Albany,Albany,2,95,13978
78690,Albany,Albany,2,95,13979
78691,Albany,Albany,2,95,13980
78692,Albany,Albany,2,95,13981
78693,Albany,Albany,2,95,13982
78694,Albany,Albany,2,95,13983
78695,Albany,Albany,2,95,13984
78696,Albany,Albany,2,95,13985
78697,Albany,Albany,2,95,13986
78698,Albany,Albany,2,95,13987
78699,Albany,Albany,2,95,13988
78700,Albany,Albany,2,95,13989
78701,Albany,Albany,2,95,13990
78702,Albany,Albany,2,95,13991
78703,Albany,Albany,2,95,13992
78704,Albany,Albany,2,95,13993
78705,Albany,Albany,2,95,13994
78706,Albany,Albany,2,95,13995
78707,Albany,Albany,2,95,13996
78708,Albany,Albany,2,95,13997
78709,Albany,Albany,2,95,13998
78710,Albany,Albany,2,95,13999
78711,Albany,Albany,2,95,14000
78712,Albany,Albany,2,95,14001
78713,Albany,Albany,2,95,14002
78714,Albany,Albany,2,95,14003
78715,Albany,Albany,2,95,14004
78716,Albany,Albany,2,95,14005
78717,Albany,Albany,2,95,14006
78718,Albany,Albany,2,95,14007
78719,Albany,Albany,2,95,14008
78720,Albany,Albany,2,95,14009
78721,Albany,Albany,2,95,14010
78722,Albany,Albany,2,95,14011
78723,Albany,Albany,2,95,14012
78724,Albany,Albany,2,95,14013
78725,Albany,Albany,2,95,14014
78726,Albany,Albany,2,95,14015
78727,Albany,Albany,2,95,14016
78728,Albany,Albany,2,95,14017
78729,Albany,Albany,2,95,14018
78730,Albany,Albany,2,95,14019
78731,Albany,Albany,2,95,14020
78732,Albany,Albany,2,95,14021
78733,Albany,Albany,2,95,14022
78734,Albany,Albany,2,95,14023
78735,Albany,Albany,2,95,14024
78736,Albany,Albany,2,95,14025
78737,Albany,Albany,2,95,14026
78738,Albany,Albany,2,95,14027
78739,Albany,Albany,2,95,14028
78740,Albany,Albany,2,95,14029
78741,Albany,Albany,2,95,14030
78742,Albany,Albany,2,95,14031
78743,Albany,Albany,2,95,14032
78744,Albany,Albany,2,95,14033
78745,Albany,Albany,2,95,14034
78746,Albany,Albany,2,95,14035
78747,Albany,Albany,2,95,14036
78748,Albany,Albany,2,95,14037
78749,Albany,Albany,2,95,14038
78750,Albany,Albany,2,95,14039
78751,Albany,Albany,2,95,14040
78752,Albany,Albany,2,95,14041
78753,Albany,Albany,2,95,14042
78754,Albany,Albany,2,95,14043
78755,Albany,Albany,2,95,14044
78756,Albany,Albany,2,95,14045
78757,Albany,Albany,2,95,14046
78758,Albany,Albany,2,95,14047
78759,Albany,Albany,2,95,14048
78760,Albany,Albany,2,95,14049
78761,Albany,Albany,2,95,14050
78762,Albany,Albany,2,95,14051
78763,Albany,Albany,2,95,14052
78764,Albany,Albany,2,95,14053
78765,Albany,Albany,2,95,14054
78766,Albany,Albany,2,95,14055
78767,Albany,Albany,2,95,14056
78768,Albany,Albany,2,95,14057
78769,Albany,Albany,2,95,14058
78770,Albany,Albany,2,95,14059
78771,Albany,Albany,2,95,14060
78772,Albany,Albany,2,95,14061
78773,Albany,Albany,2,95,14062
78774,Albany,Albany,2,95,14063
78775,Albany,Albany,2,95,14064
78776,Albany,Albany,2,95,14065
78777,Albany,Albany,2,95,14066
78778,Albany,Albany,2,95,14067
78779,Albany,Albany,2,95,14068
78780,Albany,Albany,2,95,14069
78781,Albany,Albany,2,95,14070
78782,Albany,Albany,2,95,14071
78783,Albany,Albany,2,95,14072
78784,Albany,Albany,2,95,14073
78785,Albany,Albany,2,95,14074
78786,Albany,Albany,2,95,14075
78787,Albany,Albany,2,95,14076
78788,Albany,Albany,2,95,14077
78789,Albany,Albany,2,95,14078
78790,Albany,Albany,2,95,14079
78791,Albany,Albany,2,95,14080
78792,Albany,Albany,2,95,14081
78793,Albany,Albany,2,95,14082
78794,Albany,Albany,2,95,14083
78795,Albany,Albany,2,95,14084
78796,Albany,Albany,2,95,14085
78797,Albany,Albany,2,95,14086
78798,Albany,Albany,2,95,14087
78799,Albany,Albany,2,95,14088
78800,Albany,Albany,2,95,14089
78801,Albany,Albany,2,95,14090
78802,Albany,Albany,2,95,14091
78803,Albany,Albany,2,95,14092
78804,Albany,Albany,2,95,14093
78805,Albany,Albany,2,95,14094
78806,Albany,Albany,2,95,14095
78807,Albany,Albany,2,95,14096
78808,Albany,Albany,2,95,14097
78809,Albany,Albany,2,95,14098
78810,Albany,Albany,2,95,14099
78811,Albany,Albany,2,95,14100
78812,Albany,Albany,2,95,14101
78813,Albany,Albany,2,95,14102
78814,Albany,Albany,2,95,14103
78815,Albany,Albany,2,95,14104
78816,Albany,Albany,2,95,14105
78817,Albany,Albany,2,95,14106
78818,Albany,Albany,2,95,14107
78819,Albany,Albany,2,95,14108
78820,Albany,Albany,2,95,14109
78821,Albany,Albany,2,95,14110
78822,Albany,Albany,2,95,14111
78823,Albany,Albany,2,95,14112
78824,Albany,Albany,2,95,14113
78825,Albany,Albany,2,95,14114
78826,Albany,Albany,2,95,14115
78827,Albany,Albany,2,95,14116
78828,Albany,Albany,2,95,14117
78829,Albany,Albany,2,95,14118
78830,Albany,Albany,2,95,14119
78831,Albany,Albany,2,95,14120
78832,Albany,Albany,2,95,14121
78833,Albany,Albany,2,95,14122
78834,Albany,Albany,2,95,14123
78835,Albany,Albany,2,95,14124
78836,Albany,Albany,2,95,14125
78837,Albany,Albany,2,95,14126
78838,Albany,Albany,2,95,14127
78839,Albany,Albany,2,95,14128
78840,Albany,Albany,2,95,14129
78841,Albany,Albany,2,95,14130
78842,Albany,Albany,2,95,14131
78843,Albany,Albany,2,95,14132
78844,Albany,Albany,2,95,14133
78845,Albany,Albany,2,95,14134
78846,Albany,Albany,2,95,14135
78847,Albany,Albany,2,95,14136
78848,Albany,Albany,2,95,14137
78849,Albany,Albany,2,95,14138
78850,Albany,Albany,2,95,14139
78851,Albany,Albany,2,95,14140
78852,Albany,Albany,2,95,14141
78853,Albany,Albany,2,95,14142
78854,Albany,Albany,2,95,14143
78855,Albany,Albany,2,95,14144
78856,Albany,Albany,2,95,14145
78857,Albany,Albany,2,95,14146
78858,Albany,Albany,2,95,14147
78859,Albany,Albany,2,95,14148
78860,Albany,Albany,2,95,14149
78861,Albany,Albany,2,95,14150
78862,Albany,Albany,2,95,14151
78863,Albany,Albany,2,95,14152
78864,Albany,Albany,2,95,14153
78865,Albany,Albany,2,95,14154
78866,Albany,Albany,2,95,14155
78867,Albany,Albany,2,95,14156
78868,Albany,Albany,2,95,14157
78869,Albany,Albany,2,95,14158
78870,Albany,Albany,2,95,14159
78871,Albany,Albany,2,95,14160
78872,Albany,Albany,2,95,14161
78873,Albany,Albany,2,95,14162
78874,Albany,Albany,2,95,14163
78875,Albany,Albany,2,95,14164
78876,Albany,Albany,2,95,14165
78877,Albany,Albany,2,95,14166
78878,Albany,Albany,2,95,14167
78879,Albany,Albany,2,95,14168
78880,Albany,Albany,2,95,14169
78881,Albany,Albany,2,95,14170
78882,Albany,Albany,2,95,14171
78883,Albany,Albany,2,95,14172
78884,Albany,Albany,2,95,14173
78885,Albany,Albany,2,95,14174
78886,Albany,Albany,2,95,14175
78887,Albany,Albany,2,95,14176
78888,Albany,Albany,2,95,14177
78889,Albany,Albany,2,95,14178
78890,Albany,Albany,2,95,14179
78891,Albany,Albany,2,95,14180
78892,Albany,Albany,2,95,14181
78893,Albany,Albany,2,95,14182
78894,Albany,Albany,2,95,14183
78895,Albany,Albany,2,95,14184
78896,Albany,Albany,2,95,14185
78897,Albany,Albany,2,95,14186
78898,Albany,Albany,2,95,14187
78899,Albany,Albany,2,95,14188
78900,Albany,Albany,2,95,14189
78901,Albany,Albany,2,95,14190
78902,Albany,Albany,2,95,14191
78903,Albany,Albany,2,95,14192
78904,Albany,Albany,2,95,14193
78905,Albany,Albany,2,95,14194
78906,Albany,Albany,2,95,14195
78907,Albany,Albany,2,95,14196
78908,Albany,Albany,2,95,14197
78909,Albany,Albany,2,95,14198
78910,Albany,Albany,2,95,14199
78911,Albany,Albany,2,95,14200
78912,Albany,Albany,2,95,14201
78913,Albany,Albany,2,95,14202
78914,Albany,Albany,2,95,14203
78915,Albany,Albany,2,95,14204
78916,Albany,Albany,2,95,14205
78917,Albany,Albany,2,95,14206
78918,Albany,Albany,2,95,14207
78919,Albany,Albany,2,95,14208
78920,Albany,Albany,2,95,14209
78921,Albany,Albany,2,95,14210
78922,Albany,Albany,2,95,14211
78923,Albany,Albany,2,95,14212
78924,Albany,Albany,2,95,14213
78925,Albany,Albany,2,95,14214
78926,Albany,Albany,2,95,14215
78927,Albany,Albany,2,95,14216
78928,Albany,Albany,2,95,14217
78929,Albany,Albany,2,95,14218
78930,Albany,Albany,2,95,14219
78931,Albany,Albany,2,95,14220
78932,Albany,Albany,2,95,14221
78933,Albany,Albany,2,95,14222
78934,Albany,Albany,2,95,14223
78935,Albany,Albany,2,95,14224
78936,Albany,Albany,2,95,14225
78937,Albany,Albany,2,95,14226
78938,Albany,Albany,2,95,14227
78939,Albany,Albany,2,95,14228
78940,Albany,Albany,2,95,14229
78941,Albany,Albany,2,95,14230
78942,Albany,Albany,2,95,14231
78943,Albany,Albany,2,95,14232
78944,Albany,Albany,2,95,14233
78945,Albany,Albany,2,95,14234
78946,Albany,Albany,2,95,14235
78947,Albany,Albany,2,95,14236
78948,Albany,Albany,2,95,14237
78949,Albany,Albany,2,95,14238
78950,Albany,Albany,2,95,14239
78951,Albany,Albany,2,95,14240
