code,name_vi,name_en,country,province,zip_code
10527,Sacramento,Sacramento,2,68,94535
10528,Sacramento,Sacramento,2,68,94536
10529,Sacramento,Sacramento,2,68,94537
10530,Sacramento,Sacramento,2,68,94538
10531,Sacramento,Sacramento,2,68,94539
10532,Sacramento,Sacramento,2,68,94540
10533,Sacramento,Sacramento,2,68,94541
10534,Sacramento,Sacramento,2,68,94542
10535,Sacramento,Sacramento,2,68,94543
10536,Sacramento,Sacramento,2,68,94544
10537,Sacramento,Sacramento,2,68,94545
10538,Sacramento,Sacramento,2,68,94546
10539,Sacramento,Sacramento,2,68,94547
10540,Sacramento,Sacramento,2,68,94548
10541,Sacramento,Sacramento,2,68,94549
10542,Sacramento,Sacramento,2,68,94550
10543,Sacramento,Sacramento,2,68,94551
10544,Sacramento,Sacramento,2,68,94552
10545,Sacramento,Sacramento,2,68,94553
10546,Sacramento,Sacramento,2,68,94554
10547,Sacramento,Sacramento,2,68,94555
10548,Sacramento,Sacramento,2,68,94556
10549,Sacramento,Sacramento,2,68,94557
10550,Sacramento,Sacramento,2,68,94558
10551,Sacramento,Sacramento,2,68,94559
10552,Sacramento,Sacramento,2,68,94560
10553,Sacramento,Sacramento,2,68,94561
10554,Sacramento,Sacramento,2,68,94562
10555,Sacramento,Sacramento,2,68,94563
10556,Sacramento,Sacramento,2,68,94564
10557,Sacramento,Sacramento,2,68,94565
10558,Sacramento,Sacramento,2,68,94566
10559,Sacramento,Sacramento,2,68,94567
10560,Sacramento,Sacramento,2,68,94568
10561,Sacramento,Sacramento,2,68,94569
10562,Sacramento,Sacramento,2,68,94570
10563,Sacramento,Sacramento,2,68,94571
10564,Sacramento,Sacramento,2,68,94572
10565,Sacramento,Sacramento,2,68,94573
10566,Sacramento,Sacramento,2,68,94574
10567,Sacramento,Sacramento,2,68,94575
10568,Sacramento,Sacramento,2,68,94576
10569,Sacramento,Sacramento,2,68,94577
10570,Sacramento,Sacramento,2,68,94578
10571,Sacramento,Sacramento,2,68,94579
10572,Sacramento,Sacramento,2,68,94580
10573,Sacramento,Sacramento,2,68,94581
10574,Sacramento,Sacramento,2,68,94582
10575,Sacramento,Sacramento,2,68,94583
10576,Sacramento,Sacramento,2,68,94584
10577,Sacramento,Sacramento,2,68,94585
10578,Sacramento,Sacramento,2,68,94586
10579,Sacramento,Sacramento,2,68,94587
10580,Sacramento,Sacramento,2,68,94588
10581,Sacramento,Sacramento,2,68,94589
10582,Sacramento,Sacramento,2,68,94590
10583,Sacramento,Sacramento,2,68,94591
10584,Sacramento,Sacramento,2,68,94592
10585,Sacramento,Sacramento,2,68,94593
10586,Sacramento,Sacramento,2,68,94594
10587,Sacramento,Sacramento,2,68,94595
10588,Sacramento,Sacramento,2,68,94596
10589,Sacramento,Sacramento,2,68,94597
10590,Sacramento,Sacramento,2,68,94598
10591,Sacramento,Sacramento,2,68,94599
10592,Sacramento,Sacramento,2,68,94600
10593,Sacramento,Sacramento,2,68,94601
10594,Sacramento,Sacramento,2,68,94602
10595,Sacramento,Sacramento,2,68,94603
10596,Sacramento,Sacramento,2,68,94604
10597,Sacramento,Sacramento,2,68,94605
10598,Sacramento,Sacramento,2,68,94606
10599,Sacramento,Sacramento,2,68,94607
10600,Sacramento,Sacramento,2,68,94608
10601,Sacramento,Sacramento,2,68,94609
10602,Sacramento,Sacramento,2,68,94610
10603,Sacramento,Sacramento,2,68,94611
10604,Sacramento,Sacramento,2,68,94612
10605,Sacramento,Sacramento,2,68,94613
10606,Sacramento,Sacramento,2,68,94614
10607,Sacramento,Sacramento,2,68,94615
10608,Sacramento,Sacramento,2,68,94616
10609,Sacramento,Sacramento,2,68,94617
10610,Sacramento,Sacramento,2,68,94618
10611,Sacramento,Sacramento,2,68,94619
10612,Sacramento,Sacramento,2,68,94620
10613,Sacramento,Sacramento,2,68,94621
10614,Sacramento,Sacramento,2,68,94622
10615,Sacramento,Sacramento,2,68,94623
10616,Sacramento,Sacramento,2,68,94624
10617,Sacramento,Sacramento,2,68,94625
10618,Sacramento,Sacramento,2,68,94626
10619,Sacramento,Sacramento,2,68,94627
10620,Sacramento,Sacramento,2,68,94628
10621,Sacramento,Sacramento,2,68,94629
10622,Sacramento,Sacramento,2,68,94630
10623,Sacramento,Sacramento,2,68,94631
10624,Sacramento,Sacramento,2,68,94632
10625,Sacramento,Sacramento,2,68,94633
10626,Sacramento,Sacramento,2,68,94634
10627,Sacramento,Sacramento,2,68,94635
10628,Sacramento,Sacramento,2,68,94636
10629,Sacramento,Sacramento,2,68,94637
10630,Sacramento,Sacramento,2,68,94638
10631,Sacramento,Sacramento,2,68,94639
10632,Sacramento,Sacramento,2,68,94640
10633,Sacramento,Sacramento,2,68,94641
10634,Sacramento,Sacramento,2,68,94642
10635,Sacramento,Sacramento,2,68,94643
10636,Sacramento,Sacramento,2,68,94644
10637,Sacramento,Sacramento,2,68,94645
10638,Sacramento,Sacramento,2,68,94646
10639,Sacramento,Sacramento,2,68,94647
10640,Sacramento,Sacramento,2,68,94648
10641,Sacramento,Sacramento,2,68,94649
10642,Sacramento,Sacramento,2,68,94650
10643,Sacramento,Sacramento,2,68,94651
10644,Sacramento,Sacramento,2,68,94652
10645,Sacramento,Sacramento,2,68,94653
10646,Sacramento,Sacramento,2,68,94654
10647,Sacramento,Sacramento,2,68,94655
10648,Sacramento,Sacramento,2,68,94656
10649,Sacramento,Sacramento,2,68,94657
10650,Sacramento,Sacramento,2,68,94658
10651,Sacramento,Sacramento,2,68,94659
10652,Sacramento,Sacramento,2,68,94660
10653,Sacramento,Sacramento,2,68,94661
10654,Sacramento,Sacramento,2,68,94662
10655,Sacramento,Sacramento,2,68,94663
10656,Sacramento,Sacramento,2,68,94664
10657,Sacramento,Sacramento,2,68,94665
10658,Sacramento,Sacramento,2,68,94666
10659,Sacramento,Sacramento,2,68,94667
10660,Sacramento,Sacramento,2,68,94668
10661,Sacramento,Sacramento,2,68,94669
10662,Sacramento,Sacramento,2,68,94670
10663,Sacramento,Sacramento,2,68,94671
10664,Sacramento,Sacramento,2,68,94672
10665,Sacramento,Sacramento,2,68,94673
10666,Sacramento,Sacramento,2,68,94674
10667,Sacramento,Sacramento,2,68,94675
10668,Sacramento,Sacramento,2,68,94676
10669,Sacramento,Sacramento,2,68,94677
10670,Sacramento,Sacramento,2,68,94678
10671,Sacramento,Sacramento,2,68,94679
10672,Sacramento,Sacramento,2,68,94680
10673,Sacramento,Sacramento,2,68,94681
10674,Sacramento,Sacramento,2,68,94682
10675,Sacramento,Sacramento,2,68,94683
10676,Sacramento,Sacramento,2,68,94684
10677,Sacramento,Sacramento,2,68,94685
10678,Sacramento,Sacramento,2,68,94686
10679,Sacramento,Sacramento,2,68,94687
10680,Sacramento,Sacramento,2,68,94688
10681,Sacramento,Sacramento,2,68,94689
10682,Sacramento,Sacramento,2,68,94690
10683,Sacramento,Sacramento,2,68,94691
10684,Sacramento,Sacramento,2,68,94692
10685,Sacramento,Sacramento,2,68,94693
10686,Sacramento,Sacramento,2,68,94694
10687,Sacramento,Sacramento,2,68,94695
10688,Sacramento,Sacramento,2,68,94696
10689,Sacramento,Sacramento,2,68,94697
10690,Sacramento,Sacramento,2,68,94698
10691,Sacramento,Sacramento,2,68,94699
10692,Sacramento,Sacramento,2,68,94700
10693,Sacramento,Sacramento,2,68,94701
10694,Sacramento,Sacramento,2,68,94702
10695,Sacramento,Sacramento,2,68,94703
10696,Sacramento,Sacramento,2,68,94704
10697,Sacramento,Sacramento,2,68,94705
10698,Sacramento,Sacramento,2,68,94706
10699,Sacramento,Sacramento,2,68,94707
10700,Sacramento,Sacramento,2,68,94708
10701,Sacramento,Sacramento,2,68,94709
10702,Sacramento,Sacramento,2,68,94710
10703,Sacramento,Sacramento,2,68,94711
10704,Sacramento,Sacramento,2,68,94712
10705,Sacramento,Sacramento,2,68,94713
10706,Sacramento,Sacramento,2,68,94714
10707,Sacramento,Sacramento,2,68,94715
10708,Sacramento,Sacramento,2,68,94716
10709,Sacramento,Sacramento,2,68,94717
10710,Sacramento,Sacramento,2,68,94718
10711,Sacramento,Sacramento,2,68,94719
10712,Sacramento,Sacramento,2,68,94720
10713,Sacramento,Sacramento,2,68,94721
10714,Sacramento,Sacramento,2,68,94722
10715,Sacramento,Sacramento,2,68,94723
10716,Sacramento,Sacramento,2,68,94724
10717,Sacramento,Sacramento,2,68,94725
10718,Sacramento,Sacramento,2,68,94726
10719,Sacramento,Sacramento,2,68,94727
10720,Sacramento,Sacramento,2,68,94728
10721,Sacramento,Sacramento,2,68,94729
10722,Sacramento,Sacramento,2,68,94730
10723,Sacramento,Sacramento,2,68,94731
10724,Sacramento,Sacramento,2,68,94732
10725,Sacramento,Sacramento,2,68,94733
10726,Sacramento,Sacramento,2,68,94734
10727,Sacramento,Sacramento,2,68,94735
10728,Sacramento,Sacramento,2,68,94736
10729,Sacramento,Sacramento,2,68,94737
10730,Sacramento,Sacramento,2,68,94738
10731,Sacramento,Sacramento,2,68,94739
10732,Sacramento,Sacramento,2,68,94740
10733,Sacramento,Sacramento,2,68,94741
10734,Sacramento,Sacramento,2,68,94742
10735,Sacramento,Sacramento,2,68,94743
10736,Sacramento,Sacramento,2,68,94744
10737,Sacramento,Sacramento,2,68,94745
10738,Sacramento,Sacramento,2,68,94746
10739,Sacramento,Sacramento,2,68,94747
10740,Sacramento,Sacramento,2,68,94748
10741,Sacramento,Sacramento,2,68,94749
10742,Sacramento,Sacramento,2,68,94750
10743,Sacramento,Sacramento,2,68,94751
10744,Sacramento,Sacramento,2,68,94752
10745,Sacramento,Sacramento,2,68,94753
10746,Sacramento,Sacramento,2,68,94754
10747,Sacramento,Sacramento,2,68,94755
10748,Sacramento,Sacramento,2,68,94756
10749,Sacramento,Sacramento,2,68,94757
10750,Sacramento,Sacramento,2,68,94758
10751,Sacramento,Sacramento,2,68,94759
10752,Sacramento,Sacramento,2,68,94760
10753,Sacramento,Sacramento,2,68,94761
10754,Sacramento,Sacramento,2,68,94762
10755,Sacramento,Sacramento,2,68,94763
10756,Sacramento,Sacramento,2,68,94764
10757,Sacramento,Sacramento,2,68,94765
10758,Sacramento,Sacramento,2,68,94766
10759,Sacramento,Sacramento,2,68,94767
10760,Sacramento,Sacramento,2,68,94768
10761,Sacramento,Sacramento,2,68,94769
10762,Sacramento,Sacramento,2,68,94770
10763,Sacramento,Sacramento,2,68,94771
10764,Sacramento,Sacramento,2,68,94772
10765,Sacramento,Sacramento,2,68,94773
10766,Sacramento,Sacramento,2,68,94774
10767,Sacramento,Sacramento,2,68,94775
10768,Sacramento,Sacramento,2,68,94776
10769,Sacramento,Sacramento,2,68,94777
10770,Sacramento,Sacramento,2,68,94778
10771,Sacramento,Sacramento,2,68,94779
10772,Sacramento,Sacramento,2,68,94780
10773,Sacramento,Sacramento,2,68,94781
10774,Sacramento,Sacramento,2,68,94782
10775,Sacramento,Sacramento,2,68,94783
10776,Sacramento,Sacramento,2,68,94784
10777,Sacramento,Sacramento,2,68,94785
10778,Sacramento,Sacramento,2,68,94786
10779,Sacramento,Sacramento,2,68,94787
10780,Sacramento,Sacramento,2,68,94788
10781,Sacramento,Sacramento,2,68,94789
10782,Sacramento,Sacramento,2,68,94790
10783,Sacramento,Sacramento,2,68,94791
10784,Sacramento,Sacramento,2,68,94792
10785,Sacramento,Sacramento,2,68,94793
10786,Sacramento,Sacramento,2,68,94794
10787,Sacramento,Sacramento,2,68,94795
10788,Sacramento,Sacramento,2,68,94796
10789,Sacramento,Sacramento,2,68,94797
10790,Sacramento,Sacramento,2,68,94798
10791,Sacramento,Sacramento,2,68,94799
10792,Sacramento,Sacramento,2,68,94800
10793,Sacramento,Sacramento,2,68,94801
10794,Sacramento,Sacramento,2,68,94802
10795,Sacramento,Sacramento,2,68,94803
10796,Sacramento,Sacramento,2,68,94804
10797,Sacramento,Sacramento,2,68,94805
10798,Sacramento,Sacramento,2,68,94806
10799,Sacramento,Sacramento,2,68,94807
10800,Sacramento,Sacramento,2,68,94808
10801,Sacramento,Sacramento,2,68,94809
10802,Sacramento,Sacramento,2,68,94810
10803,Sacramento,Sacramento,2,68,94811
10804,Sacramento,Sacramento,2,68,94812
10805,Sacramento,Sacramento,2,68,94813
10806,Sacramento,Sacramento,2,68,94814
10807,Sacramento,Sacramento,2,68,94815
10808,Sacramento,Sacramento,2,68,94816
10809,Sacramento,Sacramento,2,68,94817
10810,Sacramento,Sacramento,2,68,94818
10811,Sacramento,Sacramento,2,68,94819
10812,Sacramento,Sacramento,2,68,94820
10813,Sacramento,Sacramento,2,68,94821
10814,Sacramento,Sacramento,2,68,94822
10815,Sacramento,Sacramento,2,68,94823
10816,Sacramento,Sacramento,2,68,94824
10817,Sacramento,Sacramento,2,68,94825
10818,Sacramento,Sacramento,2,68,94826
10819,Sacramento,Sacramento,2,68,94827
10820,Sacramento,Sacramento,2,68,94828
10821,Sacramento,Sacramento,2,68,94829
10822,Sacramento,Sacramento,2,68,94830
10823,Sacramento,Sacramento,2,68,94831
10824,Sacramento,Sacramento,2,68,94832
10825,Sacramento,Sacramento,2,68,94833
10826,Sacramento,Sacramento,2,68,94834
10827,Sacramento,Sacramento,2,68,94835
10828,Sacramento,Sacramento,2,68,94836
10829,Sacramento,Sacramento,2,68,94837
10830,Sacramento,Sacramento,2,68,94838
10831,Sacramento,Sacramento,2,68,94839
10832,Sacramento,Sacramento,2,68,94840
10833,Sacramento,Sacramento,2,68,94841
10834,Sacramento,Sacramento,2,68,94842
10835,Sacramento,Sacramento,2,68,94843
10836,Sacramento,Sacramento,2,68,94844
10837,Sacramento,Sacramento,2,68,94845
10838,Sacramento,Sacramento,2,68,94846
10839,Sacramento,Sacramento,2,68,94847
10840,Sacramento,Sacramento,2,68,94848
10841,Sacramento,Sacramento,2,68,94849
10842,Sacramento,Sacramento,2,68,94850
10843,Sacramento,Sacramento,2,68,94851
10844,Sacramento,Sacramento,2,68,94852
10845,Sacramento,Sacramento,2,68,94853
10846,Sacramento,Sacramento,2,68,94854
10847,Sacramento,Sacramento,2,68,94855
10848,Sacramento,Sacramento,2,68,94856
10849,Sacramento,Sacramento,2,68,94857
10850,Sacramento,Sacramento,2,68,94858
10851,Sacramento,Sacramento,2,68,94859
10852,Sacramento,Sacramento,2,68,94860
10853,Sacramento,Sacramento,2,68,94861
10854,Sacramento,Sacramento,2,68,94862
10855,Sacramento,Sacramento,2,68,94863
10856,Sacramento,Sacramento,2,68,94864
10857,Sacramento,Sacramento,2,68,94865
10858,Sacramento,Sacramento,2,68,94866
10859,Sacramento,Sacramento,2,68,94867
10860,Sacramento,Sacramento,2,68,94868
10861,Sacramento,Sacramento,2,68,94869
10862,Sacramento,Sacramento,2,68,94870
10863,Sacramento,Sacramento,2,68,94871
10864,Sacramento,Sacramento,2,68,94872
10865,Sacramento,Sacramento,2,68,94873
10866,Sacramento,Sacramento,2,68,94874
10867,Sacramento,Sacramento,2,68,94875
10868,Sacramento,Sacramento,2,68,94876
10869,Sacramento,Sacramento,2,68,94877
10870,Sacramento,Sacramento,2,68,94878
10871,Sacramento,Sacramento,2,68,94879
10872,Sacramento,Sacramento,2,68,94880
10873,Sacramento,Sacramento,2,68,94881
10874,Sacramento,Sacramento,2,68,94882
10875,Sacramento,Sacramento,2,68,94883
10876,Sacramento,Sacramento,2,68,94884
10877,Sacramento,Sacramento,2,68,94885
10878,Sacramento,Sacramento,2,68,94886
10879,Sacramento,Sacramento,2,68,94887
10880,Sacramento,Sacramento,2,68,94888
10881,Sacramento,Sacramento,2,68,94889
10882,Sacramento,Sacramento,2,68,94890
10883,Sacramento,Sacramento,2,68,94891
10884,Sacramento,Sacramento,2,68,94892
10885,Sacramento,Sacramento,2,68,94893
10886,Sacramento,Sacramento,2,68,94894
10887,Sacramento,Sacramento,2,68,94895
10888,Sacramento,Sacramento,2,68,94896
10889,Sacramento,Sacramento,2,68,94897
10890,Sacramento,Sacramento,2,68,94898
10891,Sacramento,Sacramento,2,68,94899
10892,Sacramento,Sacramento,2,68,94900
10893,Sacramento,Sacramento,2,68,94901
10894,Sacramento,Sacramento,2,68,94902
10895,Sacramento,Sacramento,2,68,94903
10896,Sacramento,Sacramento,2,68,94904
10897,Sacramento,Sacramento,2,68,94905
10898,Sacramento,Sacramento,2,68,94906
10899,Sacramento,Sacramento,2,68,94907
10900,Sacramento,Sacramento,2,68,94908
10901,Sacramento,Sacramento,2,68,94909
10902,Sacramento,Sacramento,2,68,94910
10903,Sacramento,Sacramento,2,68,94911
10904,Sacramento,Sacramento,2,68,94912
10905,Sacramento,Sacramento,2,68,94913
10906,Sacramento,Sacramento,2,68,94914
10907,Sacramento,Sacramento,2,68,94915
10908,Sacramento,Sacramento,2,68,94916
10909,Sacramento,Sacramento,2,68,94917
10910,Sacramento,Sacramento,2,68,94918
10911,Sacramento,Sacramento,2,68,94919
10912,Sacramento,Sacramento,2,68,94920
10913,Sacramento,Sacramento,2,68,94921
10914,Sacramento,Sacramento,2,68,94922
10915,Sacramento,Sacramento,2,68,94923
10916,Sacramento,Sacramento,2,68,94924
10917,Sacramento,Sacramento,2,68,94925
10918,Sacramento,Sacramento,2,68,94926
10919,Sacramento,Sacramento,2,68,94927
10920,Sacramento,Sacramento,2,68,94928
10921,Sacramento,Sacramento,2,68,94929
10922,Sacramento,Sacramento,2,68,94930
10923,Sacramento,Sacramento,2,68,94931
10924,Sacramento,Sacramento,2,68,94932
10925,Sacramento,Sacramento,2,68,94933
10926,Sacramento,Sacramento,2,68,94934
10927,Sacramento,Sacramento,2,68,94935
10928,Sacramento,Sacramento,2,68,94936
10929,Sacramento,Sacramento,2,68,94937
10930,Sacramento,Sacramento,2,68,94938
10931,Sacramento,Sacramento,2,68,94939
10932,Sacramento,Sacramento,2,68,94940
10933,Sacramento,Sacramento,2,68,94941
10934,Sacramento,Sacramento,2,68,94942
10935,Sacramento,Sacramento,2,68,94943
10936,Sacramento,Sacramento,2,68,94944
10937,Sacramento,Sacramento,2,68,94945
10938,Sacramento,Sacramento,2,68,94946
10939,Sacramento,Sacramento,2,68,94947
10940,Sacramento,Sacramento,2,68,94948
10941,Sacramento,Sacramento,2,68,94949
10942,Sacramento,Sacramento,2,68,94950
10943,Sacramento,Sacramento,2,68,94951
10944,Sacramento,Sacramento,2,68,94952
10945,Sacramento,Sacramento,2,68,94953
10946,Sacramento,Sacramento,2,68,94954
10947,Sacramento,Sacramento,2,68,94955
10948,Sacramento,Sacramento,2,68,94956
10949,Sacramento,Sacramento,2,68,94957
10950,Sacramento,Sacramento,2,68,94958
10951,Sacramento,Sacramento,2,68,94959
10952,Sacramento,Sacramento,2,68,94960
10953,Sacramento,Sacramento,2,68,94961
10954,Sacramento,Sacramento,2,68,94962
10955,Sacramento,Sacramento,2,68,94963
10956,Sacramento,Sacramento,2,68,94964
10957,Sacramento,Sacramento,2,68,94965
10958,Sacramento,Sacramento,2,68,94966
10959,Sacramento,Sacramento,2,68,94967
10960,Sacramento,Sacramento,2,68,94968
10961,Sacramento,Sacramento,2,68,94969
10962,Sacramento,Sacramento,2,68,94970
10963,Sacramento,Sacramento,2,68,94971
10964,Sacramento,Sacramento,2,68,94972
10965,Sacramento,Sacramento,2,68,94973
10966,Sacramento,Sacramento,2,68,94974
10967,Sacramento,Sacramento,2,68,94975
10968,Sacramento,Sacramento,2,68,94976
10969,Sacramento,Sacramento,2,68,94977
10970,Sacramento,Sacramento,2,68,94978
10971,Sacramento,Sacramento,2,68,94979
10972,Sacramento,Sacramento,2,68,94980
10973,Sacramento,Sacramento,2,68,94981
10974,Sacramento,Sacramento,2,68,94982
10975,Sacramento,Sacramento,2,68,94983
10976,Sacramento,Sacramento,2,68,94984
10977,Sacramento,Sacramento,2,68,94985
10978,Sacramento,Sacramento,2,68,94986
10979,Sacramento,Sacramento,2,68,94987
10980,Sacramento,Sacramento,2,68,94988
10981,Sacramento,Sacramento,2,68,94989
10982,Sacramento,Sacramento,2,68,94990
10983,Sacramento,Sacramento,2,68,94991
10984,Sacramento,Sacramento,2,68,94992
10985,Sacramento,Sacramento,2,68,94993
10986,Sacramento,Sacramento,2,68,94994
10987,Sacramento,Sacramento,2,68,94995
10988,Sacramento,Sacramento,2,68,94996
10989,Sacramento,Sacramento,2,68,94997
10990,Sacramento,Sacramento,2,68,94998
10991,Sacramento,Sacramento,2,68,94999
10992,Sacramento,Sacramento,2,68,95000
10993,Sacramento,Sacramento,2,68,95001
10994,Sacramento,Sacramento,2,68,95002
10995,Sacramento,Sacramento,2,68,95003
10996,Sacramento,Sacramento,2,68,95004
10997,Sacramento,Sacramento,2,68,95005
10998,Sacramento,Sacramento,2,68,95006
10999,Sacramento,Sacramento,2,68,95007
11000,Sacramento,Sacramento,2,68,95008
11001,Sacramento,Sacramento,2,68,95009
11002,Sacramento,Sacramento,2,68,95010
11003,Sacramento,Sacramento,2,68,95011
11004,Sacramento,Sacramento,2,68,95012
11005,Sacramento,Sacramento,2,68,95013
11006,Sacramento,Sacramento,2,68,95014
11007,Sacramento,Sacramento,2,68,95015
11008,Sacramento,Sacramento,2,68,95016
11009,Sacramento,Sacramento,2,68,95017
11010,Sacramento,Sacramento,2,68,95018
11011,Sacramento,Sacramento,2,68,95019
11012,Sacramento,Sacramento,2,68,95020
11013,Sacramento,Sacramento,2,68,95021
11014,Sacramento,Sacramento,2,68,95022
11015,Sacramento,Sacramento,2,68,95023
11016,Sacramento,Sacramento,2,68,95024
11017,Sacramento,Sacramento,2,68,95025
11018,Sacramento,Sacramento,2,68,95026
11019,Sacramento,Sacramento,2,68,95027
11020,Sacramento,Sacramento,2,68,95028
11021,Sacramento,Sacramento,2,68,95029
11022,Sacramento,Sacramento,2,68,95030
11023,Sacramento,Sacramento,2,68,95031
11024,Sacramento,Sacramento,2,68,95032
11025,Sacramento,Sacramento,2,68,95033
11026,Sacramento,Sacramento,2,68,95034
11027,Sacramento,Sacramento,2,68,95035
11028,Sacramento,Sacramento,2,68,95036
11029,Sacramento,Sacramento,2,68,95037
11030,Sacramento,Sacramento,2,68,95038
11031,Sacramento,Sacramento,2,68,95039
11032,Sacramento,Sacramento,2,68,95040
11033,Sacramento,Sacramento,2,68,95041
11034,Sacramento,Sacramento,2,68,95042
11035,Sacramento,Sacramento,2,68,95043
11036,Sacramento,Sacramento,2,68,95044
11037,Sacramento,Sacramento,2,68,95045
11038,Sacramento,Sacramento,2,68,95046
11039,Sacramento,Sacramento,2,68,95047
11040,Sacramento,Sacramento,2,68,95048
11041,Sacramento,Sacramento,2,68,95049
11042,Sacramento,Sacramento,2,68,95050
11043,Sacramento,Sacramento,2,68,95051
11044,Sacramento,Sacramento,2,68,95052
11045,Sacramento,Sacramento,2,68,95053
11046,Sacramento,Sacramento,2,68,95054
11047,Sacramento,Sacramento,2,68,95055
11048,Sacramento,Sacramento,2,68,95056
11049,Sacramento,Sacramento,2,68,95057
11050,Sacramento,Sacramento,2,68,95058
11051,Sacramento,Sacramento,2,68,95059
11052,Sacramento,Sacramento,2,68,95060
11053,Sacramento,Sacramento,2,68,95061
11054,Sacramento,Sacramento,2,68,95062
11055,Sacramento,Sacramento,2,68,95063
11056,Sacramento,Sacramento,2,68,95064
11057,Sacramento,Sacramento,2,68,95065
11058,Sacramento,Sacramento,2,68,95066
11059,Sacramento,Sacramento,2,68,95067
11060,Sacramento,Sacramento,2,68,95068
11061,Sacramento,Sacramento,2,68,95069
11062,Sacramento,Sacramento,2,68,95070
11063,Sacramento,Sacramento,2,68,95071
11064,Sacramento,Sacramento,2,68,95072
11065,Sacramento,Sacramento,2,68,95073
11066,Sacramento,Sacramento,2,68,95074
11067,Sacramento,Sacramento,2,68,95075
11068,Sacramento,Sacramento,2,68,95076
11069,Sacramento,Sacramento,2,68,95077
11070,Sacramento,Sacramento,2,68,95078
11071,Sacramento,Sacramento,2,68,95079
11072,Sacramento,Sacramento,2,68,95080
11073,Sacramento,Sacramento,2,68,95081
11074,Sacramento,Sacramento,2,68,95082
11075,Sacramento,Sacramento,2,68,95083
11076,Sacramento,Sacramento,2,68,95084
11077,Sacramento,Sacramento,2,68,95085
11078,Sacramento,Sacramento,2,68,95086
11079,Sacramento,Sacramento,2,68,95087
11080,Sacramento,Sacramento,2,68,95088
11081,Sacramento,Sacramento,2,68,95089
11082,Sacramento,Sacramento,2,68,95090
11083,Sacramento,Sacramento,2,68,95091
11084,Sacramento,Sacramento,2,68,95092
11085,Sacramento,Sacramento,2,68,95093
11086,Sacramento,Sacramento,2,68,95094
11087,Sacramento,Sacramento,2,68,95095
11088,Sacramento,Sacramento,2,68,95096
11089,Sacramento,Sacramento,2,68,95097
11090,Sacramento,Sacramento,2,68,95098
11091,Sacramento,Sacramento,2,68,95099
11092,Sacramento,Sacramento,2,68,95100
11093,Sacramento,Sacramento,2,68,95101
11094,Sacramento,Sacramento,2,68,95102
11095,Sacramento,Sacramento,2,68,95103
11096,Sacramento,Sacramento,2,68,95104
11097,Sacramento,Sacramento,2,68,95105
11098,Sacramento,Sacramento,2,68,95106
11099,Sacramento,Sacramento,2,68,95107
11100,Sacramento,Sacramento,2,68,95108
11101,Sacramento,Sacramento,2,68,95109
11102,Sacramento,Sacramento,2,68,95110
11103,Sacramento,Sacramento,2,68,95111
11104,Sacramento,Sacramento,2,68,95112
11105,Sacramento,Sacramento,2,68,95113
11106,Sacramento,Sacramento,2,68,95114
11107,Sacramento,Sacramento,2,68,95115
11108,Sacramento,Sacramento,2,68,95116
11109,Sacramento,Sacramento,2,68,95117
11110,Sacramento,Sacramento,2,68,95118
11111,Sacramento,Sacramento,2,68,95119
11112,Sacramento,Sacramento,2,68,95120
11113,Sacramento,Sacramento,2,68,95121
11114,Sacramento,Sacramento,2,68,95122
11115,Sacramento,Sacramento,2,68,95123
11116,Sacramento,Sacramento,2,68,95124
11117,Sacramento,Sacramento,2,68,95125
11118,Sacramento,Sacramento,2,68,95126
11119,Sacramento,Sacramento,2,68,95127
11120,Sacramento,Sacramento,2,68,95128
11121,Sacramento,Sacramento,2,68,95129
11122,Sacramento,Sacramento,2,68,95130
11123,Sacramento,Sacramento,2,68,95131
11124,Sacramento,Sacramento,2,68,95132
11125,Sacramento,Sacramento,2,68,95133
11126,Sacramento,Sacramento,2,68,95134
11127,Sacramento,Sacramento,2,68,95135
11128,Sacramento,Sacramento,2,68,95136
11129,Sacramento,Sacramento,2,68,95137
11130,Sacramento,Sacramento,2,68,95138
11131,Sacramento,Sacramento,2,68,95139
11132,Sacramento,Sacramento,2,68,95140
11133,Sacramento,Sacramento,2,68,95141
11134,Sacramento,Sacramento,2,68,95142
11135,Sacramento,Sacramento,2,68,95143
11136,Sacramento,Sacramento,2,68,95144
11137,Sacramento,Sacramento,2,68,95145
11138,Sacramento,Sacramento,2,68,95146
11139,Sacramento,Sacramento,2,68,95147
11140,Sacramento,Sacramento,2,68,95148
11141,Sacramento,Sacramento,2,68,95149
11142,Sacramento,Sacramento,2,68,95150
11143,Sacramento,Sacramento,2,68,95151
11144,Sacramento,Sacramento,2,68,95152
11145,Sacramento,Sacramento,2,68,95153
11146,Sacramento,Sacramento,2,68,95154
11147,Sacramento,Sacramento,2,68,95155
11148,Sacramento,Sacramento,2,68,95156
11149,Sacramento,Sacramento,2,68,95157
11150,Sacramento,Sacramento,2,68,95158
11151,Sacramento,Sacramento,2,68,95159
11152,Sacramento,Sacramento,2,68,95160
11153,Sacramento,Sacramento,2,68,95161
11154,Sacramento,Sacramento,2,68,95162
11155,Sacramento,Sacramento,2,68,95163
11156,Sacramento,Sacramento,2,68,95164
11157,Sacramento,Sacramento,2,68,95165
11158,Sacramento,Sacramento,2,68,95166
11159,Sacramento,Sacramento,2,68,95167
11160,Sacramento,Sacramento,2,68,95168
11161,Sacramento,Sacramento,2,68,95169
